"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"758","Gavin Brindley","COL","C","56","2.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"759","Hunter Brzustewicz","CGY","D","34","8.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","-"
"761","Easton Cowan","TOR","R","66","0.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"762","Nate Danielson","DET","C","28","0.61666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"763","Dalibor Dvorsky","STL","R","71","1.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"764","Adam Fantilli","CBJ","C","82","11.233333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","50.00"
"765","Oscar Fisker Molgaard","SEA","C","13","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"766","Drew Fortescue","NYR","D","9","0.36666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"767","Samuel Honzek","CGY","L","18","23.85","0","0","0","0","0","-","0","-","0.09","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","-"
"768","Nick Lardis","CHI","L","41","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"769","Ryan Leonard","WSH","R","75","0.41666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"770","Theo Lindstein","STL","D","17","6.7","0","0","0","0","0","-","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"771","Oliver Moore","CHI","C","51","15.433333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","3","0.00"
"772","Bradly Nadeau","CAR","L","12","2.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"773","Calum Ritchie","NYI","C","65","2.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"774","Axel Sandin-Pellikka","DET","D","68","19.533333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","-"
"775","Will Smith","S.J","C","69","6.7","0","0","0","0","0","-","0","-","0.28","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"777","Tom Willander","VAN","D","70","33.75","0","0","0","0","0","0.00","1","0.00","0","1","1","0","0","1","0","0","0","0","0","0","0","2","0","3","0","2","0","0","-"
"779","Brayden Yager","WPG","C","3","5.4666666666667","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0.00"
"780","Sam Malinski","COL","D","82","61.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","4","6","0","0","-"
"781","Travis Mitchell","NYI","D","9","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"782","Uvis Balinskis","FLA","D","54","27.3","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","1","1","0","5","0","0","-"
"783","Zach Metsa","BUF","D","43","13.283333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-"
"785","Wilmer Skoog","FLA","C","3","0.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"786","Dmitri Simashev","UTA","D","28","4.9333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"787","Matvei Michkov","PHI","R","81","0.51666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"788","Daniil But","UTA","L","29","0.43333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"789","Felix Unger Sorum","CAR","R","1","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"790","Charles Alexis Legault","CAR","D","12","12.133333333333","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","-"
"791","Emmitt Finnie","DET","C","82","54.833333333333","0","0","0","0","0","-","1","0.00","0.08","1","1","1","1","0","0","0","0","0","0","0","1","1","4","0","0","2","1","6","14.29"
"792","Josh Samanski","EDM","C","24","11.116666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"793","Connor Clattenburg","EDM","C","5","0.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"794","Carter Yakemchuk","OTT","D","4","0.033333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"796","Zayne Parekh","CGY","D","37","0.46666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"797","Jett Luchanko","PHI","C","4","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"798","Artyom Levshunov","CHI","D","68","37.783333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","6","1","0","0","0","-"
"799","Zeev Buium","MIN, VAN","D","76","2.8833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"800","Berkly Catton","SEA","C","66","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"801","Macklin Celebrini","S.J","C","82","17.566666666667","0","0","0","0","0","-","2","0.00","0.3","3","3","2","1","1","2","0","0","0","0","0","0","2","2","0","0","0","11","8","57.89"
"802","Sam Dickinson","S.J","D","72","66.133333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","6","0","5","0","0","-"
"803","Sam Morton","CGY","C","3","3.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","100.00"
"804","Justin Hryckowian","DAL","C","81","104.5","0","0","0","0","0","-","2","0.00","0.32","4","3","2","2","0","1","2","1","1","0","0","1","2","2","1","2","7","12","24","33.33"
"805","Harrison Brunicke","PIT","D","9","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"806","Matvei Gridin","CGY","R","37","0.81666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"807","Cole Hutson","WSH","D","14","0.53333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"808","Jacob Quillan","TOR","C","23","34.216666666667","0","0","0","0","0","-","2","0.00","0.11","3","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","4","5","8","38.46"
"810","Mikulas Hovorka","FLA","D","4","4.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"812","Maxim Tsyplakov","N.J, NYI","R","49","1.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"813","Ivan Demidov","MTL","R","82","0.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"814","Igor Chernyshov","S.J","L","28","0.13333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"815","Kai Uchacz","VGK","C","3","0.78333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"816","Matthew Schaefer","NYI","D","82","91.366666666667","0","0","0","0","0","0.00","4","0.00","0.36","7","7","3","0","1","0","0","0","0","0","0","2","4","2","0","3","12","0","0","-"
"817","Michael Misa","S.J","C","45","0.96666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"818","Porter Martone","PHI","R","9","0.53333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"820","Luke Haymes","TOR","C","4","4.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0.00"
"821","David Tomasek","EDM","R","22","0.56666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"822","Tim Washe","ANA","C","39","73.866666666667","0","0","0","0","0","-","2","0.00","0.17","2","2","1","1","0","1","0","0","0","0","0","0","0","2","5","0","6","23","29","44.23"
"823","Tyson Gross","CGY","C","6","5.75","0","0","0","0","0","-","1","0.00","0.23","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","1","85.71"
"824","Viking Gustafsson-Nyberg","MIN","D","2","8.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
