"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"78","Justin Faulk","DET, STL","D","78","1382.4","13","12","7","5","25","44.64","108","12.04","5.54","240","155","56","16","3","28","34","16","16","0","0","5","58","22","66","77","116","0","0","-"
"112","Jean-Gabriel Pageau","NYI","C","74","882.71666666667","12","13","6","7","25","73.53","63","19.05","9.81","120","101","85","51","2","8","4","2","2","0","0","2","44","12","103","68","37","451","319","58.57"
"124","Adam Larsson","SEA","D","82","1486.15","7","18","10","8","25","46.30","101","6.93","3.47","212","143","55","3","1","28","40","20","20","0","0","2","48","15","106","87","133","0","0","-"
"132","J.T. Miller","NYR","C","68","949.81666666667","8","17","10","7","25","71.43","93","8.60","12.75","163","134","115","67","3","17","27","11","10","1","0","7","66","9","117","38","27","400","241","62.40"
"166","Chandler Stephenson","SEA","C","80","1093.9333333333","8","17","10","7","25","71.43","54","14.81","4.33","86","70","51","22","2","8","14","7","7","0","0","12","54","22","17","47","42","488","452","51.91"
"253","Dylan Larkin","DET","C","74","1036.1166666667","9","16","11","5","25","67.57","123","7.32","12.92","263","198","124","47","5","18","22","11","11","0","0","18","55","10","46","38","26","499","473","51.34"
"319","Parker Wotherspoon","PIT","D","80","1385.4333333333","2","23","10","13","25","35.71","59","3.39","2.15","146","88","34","1","3","11","35","16","15","1","0","12","110","23","136","106","87","0","0","-"
"352","Vladislav Gavrikov","NYR","D","82","1581.4166666667","10","15","6","9","25","47.17","98","10.20","5.17","278","160","75","18","2","25","44","21","21","0","0","6","93","18","41","101","82","0","0","-"
"448","Morgan Frost","CGY","C","82","988.1","12","13","8","5","25","60.98","100","12.00","11.14","189","146","118","54","2","18","18","9","9","0","0","13","43","17","53","34","37","460","367","55.62"
"466","Fabian Zetterlund","OTT","L","82","940","12","13","9","4","25","55.56","109","11.01","12.73","224","177","123","50","9","14","16","7","7","0","0","17","33","18","153","104","30","1","5","16.67"
"596","Simon Holmstrom","NYI","R","79","961.93333333333","12","13","6","7","25","58.14","71","16.90","8.62","148","118","98","36","4","11","12","6","6","0","0","15","40","16","14","59","31","2","9","18.18"
"643","Jake Sanderson","OTT","D","67","1137.35","8","17","10","7","25","48.08","90","8.89","4.54","249","154","75","10","3","24","8","4","4","0","0","9","65","24","20","142","79","0","0","-"
"646","Dawson Mercer","N.J","C","82","1153.4","8","17","10","7","25","67.57","105","7.62","13.91","228","172","144","78","4","27","29","9","7","1","1","9","70","22","25","89","33","101","158","39.00"
"709","Owen Power","BUF","D","81","1449","7","18","4","14","25","37.88","108","6.48","5.2","218","152","69","11","1","15","16","8","8","0","0","5","70","20","27","123","79","0","0","-"
"723","Brandt Clarke","L.A","D","82","1345.0833333333","4","21","18","3","25","38.46","116","3.45","5.07","250","170","73","11","3","25","59","24","22","1","1","17","86","23","28","105","170","0","0","-"
"729","Mason McTavish","ANA","C","75","936.91666666667","8","17","11","6","25","55.56","106","7.55","14.93","247","192","135","75","5","32","36","17","17","0","0","16","46","14","88","49","30","299","332","47.39"
"806","Matt Savoie","EDM","C","82","991.58333333333","9","16","8","8","25","52.08","113","7.96","16.36","205","172","128","67","9","18","22","7","6","0","1","10","47","25","14","79","34","24","37","39.34"
"911","Justin Hryckowian","DAL","C","81","894.46666666667","12","13","8","5","25","67.57","73","16.44","11.29","123","108","82","59","2","14","41","16","13","3","0","17","21","24","118","103","37","164","119","57.95"
"51","Chris Kreider","ANA","L","75","933.65","8","16","10","6","24","50.00","87","9.20","12.41","196","151","124","73","3","15","24","12","12","0","0","4","59","13","67","20","15","10","21","32.26"
"122","Gabriel Landeskog","COL","L","60","794.13333333333","11","13","4","9","24","51.06","108","10.19","14.36","200","165","133","68","6","21","41","19","18","1","0","12","39","13","80","49","32","85","65","56.67"
"282","Gustav Forsling","FLA","D","80","1429.55","2","22","10","12","24","36.92","98","2.04","3.68","251","147","45","5","2","29","45","17","15","1","1","5","51","19","44","55","58","0","0","-"
"567","Moritz Seider","DET","D","82","1578.85","6","18","7","11","24","33.80","128","4.69","5.4","282","202","66","5","7","30","49","23","22","1","0","18","85","21","107","100","136","0","0","-"
"586","Thomas Harley","DAL","D","70","1317.0833333333","3","21","10","11","24","43.64","92","3.26","4.8","235","136","65","5","3","20","22","11","11","0","0","2","72","32","35","158","119","0","0","-"
"622","Drew O'Connor","VAN","L","82","1043.6166666667","13","11","9","2","24","66.67","110","11.82","16.45","222","167","132","86","4","29","47","18","16","1","1","13","58","18","73","75","24","38","46","45.24"
"665","Will Cuylle","NYR","L","82","1070.1333333333","10","14","12","2","24","63.16","110","9.09","13.45","254","177","144","69","4","28","63","27","24","3","0","18","46","7","287","80","56","25","30","45.45"
"702","J.J. Moser","T.B","D","79","1406.1","7","17","4","13","24","32.88","107","6.54","5.42","241","164","75","16","2","15","52","19","16","2","1","24","67","18","53","159","60","0","0","-"
"718","Cole Sillinger","CBJ","C","81","1079.9666666667","5","19","9","10","24","51.06","116","4.31","11.62","211","167","121","51","3","17","37","17","16","1","0","7","56","25","107","81","35","41","60","40.59"
"811","Danila Yurov","MIN","R","73","893.65","11","13","5","8","24","63.16","75","14.67","11.59","161","121","109","61","0","13","26","13","13","0","0","13","42","16","59","77","43","282","420","40.17"
"6","Anze Kopitar","L.A","C","67","951.63333333333","7","16","10","6","23","47.92","70","10.00","11.19","147","115","96","58","2","11","6","3","3","0","0","8","41","20","30","31","49","483","387","55.52"
"15","Alex Killorn","ANA","L","82","1012.65","11","12","6","6","23","53.49","118","9.32","13.01","205","170","114","61","1","26","26","13","13","0","0","15","50","17","67","61","22","31","64","32.63"
"45","Evander Kane","VAN","L","71","1006.7666666667","9","14","12","2","23","58.97","136","6.62","15.08","293","219","136","73","4","35","84","27","22","2","3","21","69","17","109","64","25","11","21","34.38"
"110","Nick Cousins","OTT","C","81","913.06666666667","9","14","6","8","23","63.89","79","11.39","9.86","138","108","82","46","2","17","92","31","26","2","3","23","47","17","169","120","41","13","15","46.43"
"143","Yanni Gourde","T.B","C","82","1121.5333333333","8","15","10","5","23","71.88","100","8.00","11.74","191","154","102","56","7","20","50","21","19","2","0","20","67","21","109","83","20","349","397","46.78"
"165","Esa Lindell","DAL","D","82","1436.65","5","18","8","10","23","32.39","66","7.58","3.81","162","97","54","5","2","12","18","9","9","0","0","5","97","20","27","155","133","0","0","-"
"170","Jordan Martinook","CAR","L","77","945.25","8","15","8","7","23","52.27","93","8.60","12.49","221","166","128","63","4","25","33","15","14","1","0","15","40","11","107","89","34","29","33","46.77"
"231","Ryan Pulock","NYI","D","76","1283.8666666667","3","20","9","11","23","43.40","84","3.57","3.19","206","131","42","4","6","19","14","7","7","0","0","2","67","25","49","103","107","0","0","-"
"286","Victor Olofsson","CGY, COL","L","78","869.63333333333","10","13","5","8","23","62.16","103","9.71","10.98","186","142","113","50","3","16","6","3","3","0","0","6","57","14","17","53","18","3","6","33.33"
"325","Anthony Beauvillier","WSH","L, R","82","1122.7833333333","14","9","4","5","23","47.92","135","10.37","18.33","253","202","169","87","3","22","24","12","12","0","0","11","39","14","91","93","38","26","22","54.17"
"337","Yakov Trenin","MIN","C","82","954.15","6","17","12","5","23","53.49","92","6.52","14.46","181","149","118","71","1","24","36","15","13","2","0","10","59","21","398","94","31","38","59","39.18"
"341","Noel Acciari","PIT","C","67","721.06666666667","12","11","7","4","23","67.65","85","14.12","11.32","153","120","110","57","2","16","15","6","5","1","0","5","18","8","60","58","42","194","160","54.80"
"425","Kailer Yamamoto","UTA","R","59","659.76666666667","13","10","7","3","23","63.89","58","22.41","7.92","89","74","68","38","1","5","12","6","6","0","0","10","24","17","47","49","19","18","28","39.13"
"433","Cody Glass","N.J","C","70","848.66666666667","18","5","3","2","23","60.53","96","18.75","11.93","159","133","111","55","3","21","37","13","11","1","1","15","34","6","40","65","34","428","362","54.18"
"478","Sean Walker","CAR","D","81","1456.7333333333","7","16","6","10","23","35.94","161","4.35","6.88","405","236","112","13","9","38","49","23","22","1","0","14","86","31","112","178","98","0","0","-"
"497","K'Andre Miller","CAR","D","72","1331.25","6","17","8","9","23","38.33","109","5.50","4.62","275","175","71","13","6","14","50","25","25","0","0","11","69","37","91","66","65","0","0","-"
"504","Jack Drury","COL","C","82","978.68333333333","8","15","9","6","23","57.50","85","9.41","11.78","176","134","111","51","5","13","27","12","11","1","0","10","37","17","46","125","38","454","294","60.70"
"726","Zachary Bolduc","MTL","R","78","919.03333333333","8","15","8","7","23","62.16","80","10.00","12.84","192","149","121","51","4","23","26","13","13","0","0","21","59","18","162","99","42","15","15","50.00"
"777","Ryan Greene","CHI","C","81","1065.1333333333","9","14","10","4","23","52.27","83","10.84","11.32","156","124","110","51","1","21","12","6","6","0","0","14","43","14","48","43","34","229","296","43.62"
"93","Mikael Granlund","ANA","C","58","752.75","8","14","6","8","22","68.75","68","11.76","9.6","135","110","74","38","4","14","10","5","5","0","0","10","37","16","26","44","34","267","270","49.72"
"121","Ryan Nugent-Hopkins","EDM","C","72","955.58333333333","8","14","10","4","22","55.00","83","9.64","10.02","172","129","114","50","3","18","21","9","8","1","0","5","33","12","22","25","23","137","153","47.24"
"140","Jonathan Marchessault","NSH","R","62","807.61666666667","7","15","10","5","22","68.75","80","8.75","7.64","172","124","80","32","6","19","22","7","6","0","1","7","58","12","66","33","7","15","24","38.46"
"157","Tomas Hertl","VGK","C","82","1025.35","5","17","9","8","22","55.00","117","4.27","15.8","239","186","154","88","3","28","37","12","10","1","1","18","45","16","109","64","43","516","368","58.37"
"174","Jake McCabe","TOR","D","80","1453.3833333333","5","17","9","8","22","34.92","68","7.35","3.4","163","109","43","9","4","13","56","21","18","2","1","8","76","23","95","128","134","0","0","-"
"207","Andre Burakovsky","CHI","L","75","1007.3333333333","7","15","5","10","22","53.66","67","10.45","8.98","139","101","93","45","4","13","12","6","6","0","0","8","56","24","18","79","34","2","5","28.57"
"228","Max Domi","TOR","C","80","1017.7166666667","7","15","11","4","22","62.86","86","8.14","6.75","179","131","81","29","8","11","95","28","20","5","3","17","78","24","35","23","32","195","189","50.78"
"257","Tony DeAngelo","NYI","D","76","1261.9333333333","4","18","11","7","22","44.90","127","3.15","5.8","255","176","79","13","6","17","43","16","14","1","1","7","83","20","33","72","64","0","0","-"
"281","Michael Bunting","DAL, NSH","L","74","902.93333333333","8","14","12","2","22","59.46","105","7.62","13.09","236","187","113","58","3","29","20","10","10","0","0","27","51","12","44","50","25","8","14","36.36"
"334","Ivan Provorov","CBJ","D","82","1596.3666666667","8","14","7","7","22","30.14","129","6.20","5.99","286","186","80","17","3","26","26","13","13","0","0","7","102","24","27","104","99","0","0","-"
"368","Adam Fox","NYR","D","55","1013.4","2","20","8","12","22","48.89","60","3.33","4.14","190","106","57","14","3","22","16","8","8","0","0","7","56","26","24","67","64","0","0","-"
"405","Ross Colton","COL","C","73","841.71666666667","7","15","10","5","22","52.38","142","4.93","16.13","278","222","146","63","6","29","13","5","4","1","0","14","49","19","155","67","25","46","51","47.42"
"481","Sean Durzi","UTA","D","60","1018.9833333333","4","18","8","10","22","51.16","65","6.15","3.68","205","118","53","13","1","15","50","16","14","0","2","9","54","10","39","95","83","0","0","-"
"487","Martin Fehérváry","WSH","D","81","1276.4666666667","5","17","5","12","22","40.74","69","7.25","4.05","162","100","54","9","0","15","37","13","11","1","1","12","49","10","100","116","118","0","0","-"
"511","Jack McBain","UTA","C","75","871.56666666667","7","15","9","6","22","53.66","99","7.07","16.33","197","152","124","84","2","28","78","26","19","6","1","18","48","6","265","89","30","297","266","52.75"
"525","Connor Dewar","PIT","C","78","851.26666666667","9","13","7","6","22","52.38","90","10.00","10.89","210","158","99","52","6","19","19","8","7","1","0","15","27","7","127","82","26","39","35","52.70"
"612","Dmitri Voronkov","CBJ","L","63","729.75","9","13","9","4","22","62.86","76","11.84","11.15","141","119","89","53","1","18","50","21","19","2","0","6","32","9","103","28","27","5","17","22.73"
"620","Louis Crevier","CHI","D","78","1157.6166666667","6","16","9","7","22","45.83","107","5.61","4.43","232","163","63","11","1","24","63","26","24","1","1","6","59","12","106","140","79","0","0","-"
"844","Braeden Bowman","VGK","R","54","679.9","6","16","9","7","22","66.67","61","9.84","10.5","126","98","97","58","3","16","10","5","5","0","0","3","21","14","19","51","24","3","9","25.00"
"932","Ben Kindel","PIT","C","77","909.85","11","11","8","3","22","56.41","107","10.28","12.02","207","154","117","55","7","20","16","8","8","0","0","14","73","21","28","70","47","231","327","41.40"
"2","Corey Perry","L.A, T.B","R","72","776.33333333333","9","12","7","5","21","63.64","76","11.84","9.64","160","119","86","47","2","13","65","21","15","5","1","19","37","5","30","49","18","6","15","28.57"
"53","Reilly Smith","VGK","R","69","832.31666666667","11","10","6","4","21","72.41","81","13.58","8.32","141","114","86","33","2","12","4","2","2","0","0","8","56","9","23","57","12","16","33","32.65"
"189","Nate Schmidt","UTA","D","82","1358.7","4","17","8","9","21","28.77","75","5.33","3.38","203","128","53","12","4","10","20","10","10","0","0","10","63","12","70","76","66","0","0","-"
"191","MacKenzie Weegar","CGY, UTA","D","79","1390.75","4","17","10","7","21","45.65","121","3.31","4.29","316","185","61","5","5","28","46","20","18","2","0","5","111","27","148","158","152","0","0","-"
"199","Anthony Duclair","NYI","L","62","718.28333333333","8","13","8","5","21","75.00","57","14.04","5.74","125","90","66","24","1","9","8","4","4","0","0","6","27","9","9","28","40","4","6","40.00"
"222","Elias Lindholm","BOS","C","69","897.86666666667","8","13","6","7","21","52.50","75","10.67","10.4","174","125","100","50","5","22","22","11","11","0","0","7","44","8","33","28","46","474","385","55.18"
"224","Darnell Nurse","EDM","D","82","1532.2666666667","7","14","8","6","21","38.18","151","4.64","6.17","327","221","75","11","8","32","104","29","21","4","4","17","83","18","129","93","124","0","0","-"
"246","Sam Reinhart","FLA","C","64","873.86666666667","8","13","6","7","21","72.41","71","11.27","11.07","186","129","111","48","3","10","6","3","3","0","0","5","39","13","50","73","23","24","43","35.82"
"261","Jared McCann","SEA","L","52","651.93333333333","8","13","10","3","21","72.41","63","12.70","6.96","132","103","66","29","3","11","11","4","3","1","0","17","49","11","33","47","18","9","9","50.00"
"277","Devon Toews","COL","D","68","1189.2333333333","2","19","8","11","21","29.58","90","2.22","5.91","207","140","70","23","1","20","30","15","15","0","0","7","53","23","22","40","62","0","0","-"
"302","Vince Dunn","SEA","D","81","1427.2333333333","9","12","5","7","21","35.59","121","7.44","4.89","269","165","65","9","6","15","46","23","23","0","0","17","79","23","26","75","74","0","0","-"
"316","Brock Boeser","VAN","R","75","1017.1833333333","10","11","10","1","21","72.41","101","9.90","10.83","203","153","109","40","4","22","8","4","4","0","0","5","45","14","51","23","22","47","70","40.17"
"339","Evan Rodrigues","FLA","C","69","899.53333333333","9","12","5","7","21","63.64","121","7.44","11.16","239","186","102","52","3","27","32","16","16","0","0","16","44","27","61","59","21","297","322","47.98"
"345","Alexandre Carrier","MTL","D","73","1118.95","7","14","7","7","21","38.89","52","13.46","3.17","136","89","29","9","3","10","32","15","15","0","0","9","43","25","31","171","113","0","0","-"
"402","Filip Hronek","VAN","D","82","1582.8","2","19","9","10","21","38.18","98","2.04","3.98","229","150","44","3","8","22","31","14","13","1","0","8","92","30","105","128","77","0","0","-"
"417","Mathieu Olivier","CBJ","R","61","793.16666666667","12","9","5","4","21","53.85","90","13.33","12.56","179","146","113","65","1","15","99","21","7","11","3","17","23","12","206","45","31","2","7","22.22"
"441","Elias Pettersson","VAN","C","74","989.81666666667","10","11","6","5","21","70.00","79","12.66","11.05","162","122","105","46","2","22","16","8","8","0","0","19","52","26","64","62","92","413","483","46.09"
"485","Kiefer Sherwood","S.J, VAN","L","72","949.26666666667","13","8","4","4","21","52.50","131","9.92","13.89","274","213","130","59","9","21","28","14","14","0","0","19","67","21","323","70","23","12","17","41.38"
"648","Anton Lundell","FLA","C","64","837.78333333333","11","10","4","6","21","65.63","92","11.96","11.55","189","146","104","53","1","14","30","14","14","0","0","18","51","11","68","48","26","389","354","52.36"
"662","Cole Perfetti","WPG","C","68","860.95","5","16","9","7","21","77.78","104","4.81","11.26","213","164","120","51","4","16","20","10","10","0","0","7","49","20","51","51","29","3","5","37.50"
"690","Emil Heineman","NYI","L","82","1091.25","15","6","3","3","21","60.00","128","11.72","14.84","236","187","147","52","3","28","16","8","8","0","0","10","45","7","231","117","45","3","8","27.27"
"719","Mackie Samoskevich","FLA","R","77","925.06666666667","8","13","10","3","21","61.76","120","6.67","15.41","250","194","146","73","8","28","30","15","15","0","0","28","43","9","133","92","32","5","7","41.67"
"801","Noah Ostlund","BUF","C","60","729.55","9","12","7","5","21","60.00","53","16.98","5.4","113","78","54","26","1","13","12","6","6","0","0","8","31","17","5","52","26","84","176","32.31"
"878","Matthew Wood","NSH","R","71","741.13333333333","12","9","8","1","21","56.76","75","16.00","8.77","148","113","92","36","0","20","14","7","7","0","0","13","35","9","53","52","25","73","115","38.83"
"18","James van Riemsdyk","DET","L","72","687.85","8","12","5","7","20","86.96","65","12.31","9.22","141","106","91","59","4","20","12","6","6","0","0","9","34","8","13","39","28","5","7","41.67"
"20","David Perron","DET, OTT","L","65","740.41666666667","10","10","6","4","20","62.50","67","14.93","8.92","115","94","69","35","0","12","38","15","14","0","1","14","31","12","85","50","23","2","7","22.22"
"62","Erik Haula","NSH","L","81","993.83333333333","9","11","3","8","20","66.67","97","9.28","13.12","204","166","106","60","5","25","58","24","23","0","1","7","46","11","112","54","43","404","415","49.33"
"106","Sean Kuraly","BOS","C","82","851.08333333333","5","15","10","5","20","64.52","96","5.21","8.93","178","142","85","39","5","24","37","9","6","1","2","5","47","10","84","50","31","261","236","52.52"
"145","Hampus Lindholm","BOS","D","67","1085.05","4","16","9","7","20","42.55","72","5.56","3.11","183","106","54","7","3","14","38","18","18","0","0","10","66","16","9","135","77","0","0","-"
"295","Noah Hanifin","VGK","D","71","1347.0333333333","2","18","6","12","20","34.48","116","1.72","4.35","270","172","61","9","1","27","10","5","5","0","0","1","90","32","32","120","88","0","0","-"
"347","Conor Garland","CBJ, VAN","R","71","919.48333333333","8","12","9","3","20","71.43","93","8.60","10.27","200","156","112","50","7","17","30","11","9","2","0","17","63","23","41","55","28","10","11","47.62"
"416","Tanner Jeannot","BOS","L","77","851.46666666667","6","14","8","6","20","71.43","72","8.33","11.64","173","117","107","56","6","17","62","19","11","8","0","17","42","6","236","81","47","7","10","41.18"
"429","Mario Ferraro","S.J","D","82","1396.3333333333","6","14","9","5","20","35.71","88","6.82","3.29","198","127","46","9","2","21","35","16","15","1","0","10","78","30","123","115","105","0","0","-"
"455","Josh Norris","BUF","C","44","514.6","8","12","8","4","20","60.61","44","18.18","5.29","78","62","60","32","1","8","12","6","6","0","0","7","13","6","23","53","26","231","231","50.00"
"462","Alex Iafallo","WPG","L","79","1022.4","10","10","4","6","20","48.78","87","11.49","12.09","162","131","107","61","4","14","10","5","5","0","0","6","24","9","119","37","51","15","20","42.86"
"475","Morgan Barron","WPG","C","65","687.95","9","11","5","6","20","80.00","78","11.54","8.76","152","123","90","46","4","21","29","13","12","1","0","12","33","14","127","66","25","189","201","48.46"
"483","Pius Suter","STL","C","64","805.5","9","11","4","7","20","62.50","80","11.25","12.45","147","118","97","64","1","18","16","8","8","0","0","7","31","5","37","18","18","218","214","50.46"
"527","Pontus Holmberg","T.B","R","70","895.86666666667","9","11","6","5","20","64.52","87","10.34","12.33","191","143","125","60","1","24","31","14","13","1","0","27","45","12","65","78","30","18","31","36.73"
"570","Bobby Brink","MIN, PHI","R","68","864.71666666667","11","9","5","4","20","71.43","80","13.75","10.09","151","118","97","44","0","16","22","10","10","0","0","12","35","11","80","75","35","16","31","34.04"
"603","Alex Newhook","MTL","C","42","493.93333333333","10","10","8","2","20","68.97","42","23.81","5.03","86","68","56","26","0","7","10","5","5","0","0","7","11","1","47","36","15","104","117","47.06"
"619","Tye Kartye","NYR, SEA","L","64","669.4","7","13","8","5","20","74.07","54","12.96","5.89","130","89","66","27","0","12","38","12","9","2","1","16","27","15","171","69","32","3","6","33.33"
"694","Mason Lohrei","BOS","D","73","1078.3333333333","5","15","8","7","20","42.55","56","8.93","3.62","157","96","45","7","3","15","20","10","10","0","0","5","85","14","30","117","86","0","0","-"
"856","Easton Cowan","TOR","R","66","833.21666666667","8","12","8","4","20","60.61","79","10.13","7.33","156","120","76","29","2","11","43","16","14","1","1","18","66","12","71","60","31","0","2","0.00"
"895","Emmitt Finnie","DET","C","82","1062.2666666667","8","12","8","4","20","52.63","100","8.00","14.41","176","148","119","78","2","16","6","3","3","0","0","20","67","19","131","76","37","42","42","50.00"
"14","Jonathan Toews","WPG","C","82","967.68333333333","5","14","9","5","19","82.61","78","6.41","9.27","132","110","82","43","2","16","34","17","17","0","0","8","58","16","16","59","32","504","298","62.84"
"44","Matt Duchene","DAL","C","57","742.43333333333","7","12","10","2","19","54.29","53","13.21","6.51","115","82","67","36","5","8","8","4","4","0","0","8","52","9","29","39","21","202","195","50.88"
"86","Jaden Schwartz","SEA","L","50","645.71666666667","7","12","6","6","19","67.86","66","10.61","7.73","128","95","70","34","4","13","8","4","4","0","0","1","43","20","29","41","37","24","15","61.54"
"232","Nikita Zadorov","BOS","D","81","1391.55","2","17","9","8","19","31.15","92","2.17","3.22","231","141","54","4","8","21","143","48","39","5","4","23","87","25","173","112","84","0","0","-"
"243","Frederic Gaudreau","SEA","C","68","906.6","5","14","8","6","19","63.33","59","8.47","7.12","136","101","64","30","3","13","11","4","3","1","0","7","36","20","32","37","42","229","272","45.71"
"252","Kevin Fiala","L.A","L","56","810.96666666667","14","5","5","0","19","82.61","102","13.73","11.65","220","163","112","45","4","18","30","15","15","0","0","17","59","12","28","43","21","6","16","27.27"
"324","Nicolas Roy","COL, TOR","C","74","873.06666666667","6","13","9","4","19","54.29","54","11.11","8.04","130","92","94","46","3","11","23","10","9","1","0","9","59","19","70","55","30","305","279","52.23"
"386","Logan Stanley","BUF, WPG","D","76","1128.7333333333","8","11","5","6","19","45.24","85","9.41","4.08","241","155","62","8","0","19","128","44","34","8","2","21","62","15","105","135","65","0","0","-"
"458","Alexandre Texier","MTL, STL","L","51","615.96666666667","8","11","4","7","19","73.08","67","11.94","6.97","134","100","71","35","3","8","24","8","7","0","1","8","22","6","65","21","14","2","10","16.67"
"539","Yegor Sharangovich","CGY","C","78","987","9","10","6","4","19","54.29","105","8.57","10.62","221","161","106","44","2","19","10","5","5","0","0","8","50","15","19","51","27","24","40","37.50"
"631","Marco Rossi","MIN, VAN","C","50","674.43333333333","9","10","5","5","19","65.52","48","18.75","6.81","97","76","74","42","5","11","8","4","4","0","0","8","33","14","47","43","25","251","245","50.60"
"712","Luke Hughes","N.J","D","68","1276.6","4","15","7","8","19","41.30","116","3.45","6.52","300","173","81","12","4","20","30","15","15","0","0","7","89","25","19","82","42","0","0","-"
"869","Gabe Perreault","NYR","R","49","698.28333333333","8","11","7","4","19","63.33","61","13.11","9.72","121","92","97","56","1","16","10","5","5","0","0","2","35","8","25","33","21","5","5","50.00"
"7","Kris Letang","PIT","D","74","1301.1","0","18","5","13","18","32.14","80","0.00","3.64","207","127","53","8","3","12","30","15","15","0","0","8","76","20","81","111","77","0","0","-"
"84","Cam Fowler","STL","D","82","1430.3666666667","3","15","7","8","18","33.33","72","4.17","3.03","194","103","56","6","2","19","14","7","7","0","0","3","54","17","9","75","54","0","0","-"
"97","Brendan Gallagher","MTL","R","77","822.85","5","13","4","9","18","50.00","107","4.67","13.85","211","159","108","64","7","22","37","17","16","1","0","18","31","9","98","55","20","5","2","71.43"
"109","Adam Lowry","WPG","C","70","878.15","4","14","8","6","18","66.67","65","6.15","10.79","139","112","98","53","3","18","32","10","6","4","0","10","33","11","143","56","31","452","343","56.86"
"118","Joel Edmundson","L.A","D","82","1257.0833333333","2","16","5","11","18","32.14","99","2.02","4.87","244","158","55","11","2","19","23","10","9","1","0","9","72","9","85","74","94","0","0","-"
"125","Ryan Strome","ANA, CGY","C","52","601.6","6","12","6","6","18","66.67","53","11.32","7.42","112","85","65","37","1","15","31","13","12","1","0","9","38","7","22","29","15","172","198","46.49"
"133","Joel Armia","L.A","R","67","779.66666666667","7","11","9","2","18","75.00","69","10.14","6.52","154","109","67","25","0","12","24","12","12","0","0","6","42","23","66","43","36","30","49","37.97"
"154","Zemgus Girgensons","T.B","C","74","925.91666666667","8","10","4","6","18","69.23","85","9.41","12.72","169","136","112","65","4","18","29","13","12","1","0","11","35","5","193","101","39","83","103","44.62"
"163","Colton Parayko","STL","D","77","1440","4","14","6","8","18","33.33","99","4.04","4.68","227","159","65","10","5","21","19","8","7","1","0","13","78","28","85","105","139","0","0","-"
"201","Oliver Bjorkstrand","T.B","R","80","818.03333333333","3","15","11","4","18","69.23","80","3.75","9.25","167","126","94","37","2","26","8","4","4","0","0","12","35","11","81","89","35","7","8","46.67"
"216","William Carrier","CAR","L","70","739.93333333333","7","11","8","3","18","51.43","80","8.75","10.1","168","128","95","62","4","20","18","9","9","0","0","14","18","13","172","76","17","7","11","38.89"
"223","Sean Monahan","CBJ","C","78","973.53333333333","7","11","6","5","18","42.86","98","7.14","12.58","176","135","103","56","3","19","8","4","4","0","0","11","42","19","42","43","22","466","425","52.30"
"268","Brandon Montour","SEA","D","64","1207.8","6","12","6","6","18","50.00","128","4.69","6.1","280","191","65","8","2","19","35","15","14","1","0","12","86","31","66","80","64","0","0","-"
"318","Roope Hintz","DAL","C","53","667.8","4","14","10","4","18","50.00","77","5.19","9.57","133","110","95","45","5","17","16","8","8","0","0","11","36","4","57","32","16","297","213","58.24"
"377","Brett Howden","VGK","C","58","729.28333333333","12","6","3","3","18","60.00","55","21.82","7.87","104","90","77","43","2","4","41","19","18","1","0","16","41","12","97","72","15","215","209","50.71"
"434","Mikey Anderson","L.A","D","80","1411.3","3","15","9","6","18","33.96","59","5.08","3.79","170","100","50","12","2","12","16","8","8","0","0","14","50","13","105","143","110","0","0","-"
"530","Jonatan Berggren","DET, STL","R","51","626.35","4","14","7","7","18","72.00","49","8.16","5.29","112","80","54","18","1","13","10","5","5","0","0","12","38","7","41","49","14","2","2","50.00"
"580","Alex Vlasic","CHI","D","81","1413.35","2","16","9","7","18","35.29","78","2.56","2.75","198","123","48","6","2","26","17","7","6","1","0","7","81","18","26","161","96","0","0","-"
"658","Jamie Drysdale","PHI","D","78","1397.9","3","15","3","12","18","32.73","76","3.95","4.22","182","119","56","9","1","13","19","8","7","1","0","8","45","13","14","89","82","0","0","-"
"704","Kent Johnson","CBJ","C","76","847.98333333333","5","13","6","7","18","54.55","89","5.62","8.79","186","135","105","39","5","12","18","9","9","0","0","5","39","11","15","41","33","0","1","0.00"
"732","Ryan Winterton","SEA","C","68","741.75","4","14","11","3","18","60.00","85","4.71","10.65","154","118","90","35","7","13","15","6","5","1","0","13","33","19","71","88","29","0","4","0.00"
"734","Simon Edvinsson","DET","D","72","1397.9","5","13","7","6","18","32.14","77","6.49","4.87","191","123","51","17","4","12","67","27","25","1","1","13","78","23","92","172","116","0","0","-"
"810","Shane Wright","SEA","C","74","866.13333333333","8","10","7","3","18","60.00","77","10.39","10.92","148","122","100","52","1","23","10","5","5","0","0","4","63","11","51","76","57","189","285","39.87"
"828","Noah Laba","NYR","C","74","851.73333333333","5","13","7","6","18","62.07","58","8.62","8.83","120","96","89","38","1","14","29","13","12","1","0","11","36","9","105","57","34","295","284","50.95"
