"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"713","Aatu Räty","VAN","C","66","713.83333333333","4","10","6","4","14","66.67","60","6.67","8.19","132","107","77","34","5","14","20","10","10","0","0","6","28","8","159","38","14","362","241","60.03"
"816","Nick Blankenburg","COL, NSH","D","61","824","4","10","6","4","14","46.67","51","7.84","3.75","156","93","44","12","1","22","8","3","3","0","0","9","44","11","49","106","52","0","0","-"
"858","Dalibor Dvorsky","STL","R","71","854.7","7","7","3","4","14","48.28","66","10.61","7.31","133","106","74","33","1","11","18","9","9","0","0","5","44","8","76","30","23","293","340","46.29"
"867","Oliver Moore","CHI","C","51","560.81666666667","3","11","3","8","14","70.00","47","6.38","5.71","94","78","53","24","2","11","19","8","7","1","0","8","36","13","24","62","12","88","88","50.00"
"873","Axel Sandin-Pellikka","DET","D","68","928.26666666667","6","8","4","4","14","42.42","59","10.17","2.54","170","95","44","3","2","16","18","9","9","0","0","5","53","5","15","141","49","0","0","-"
"907","Berkly Catton","SEA","C","66","778.11666666667","6","8","1","7","14","51.85","68","8.82","9.4","143","115","88","42","2","9","27","11","10","1","0","14","36","16","8","79","30","60","79","43.17"
"921","Igor Chernyshov","S.J","L","28","383.01666666667","6","8","7","1","14","58.33","40","15.00","5.18","70","62","53","28","1","8","6","3","3","0","0","3","24","4","17","25","12","0","0","-"
"26","Drew Doughty","L.A","D","72","1333.8333333333","4","9","6","3","13","25.49","78","5.13","2.79","190","117","33","6","6","18","36","18","18","0","0","5","73","14","47","93","61","0","0","-"
"67","Brenden Dillon","N.J","D","82","1260.5","3","10","4","6","13","33.33","55","5.45","1.93","127","84","30","3","1","6","80","29","24","4","1","11","52","8","178","82","81","0","0","-"
"96","Sam Carrick","BUF, NYR","C","73","683.26666666667","8","5","3","2","13","56.52","68","11.76","8.31","136","111","73","45","5","17","65","19","10","9","0","18","27","10","105","69","33","263","210","55.60"
"131","Jamie Oleksiak","SEA","D","78","1172.55","5","8","2","6","13","28.89","75","6.67","3.22","161","115","27","8","1","12","32","13","11","2","0","6","65","16","100","92","83","0","0","-"
"158","Teuvo Teravainen","CHI","C","75","914.01666666667","6","7","4","3","13","54.17","55","10.91","4.71","127","94","53","24","3","7","4","2","2","0","0","5","60","20","19","39","25","30","39","43.48"
"161","Radek Faksa","DAL","C","58","542.58333333333","0","13","8","5","13","100.00","32","0.00","5.05","73","54","41","29","1","8","14","6","6","0","0","9","17","13","74","65","33","171","135","55.88"
"169","Adam Pelech","NYI","D","82","1424.2333333333","3","10","6","4","13","27.66","115","2.61","5.98","305","201","72","10","4","25","48","24","24","0","0","11","60","23","62","114","98","0","0","-"
"220","Jonathan Drouin","NYI, STL","L","64","828.2","3","10","8","2","13","61.90","70","4.29","8.76","118","100","75","37","5","7","4","2","2","0","0","9","32","13","15","26","27","81","90","47.37"
"221","Seth Jones","FLA","D","52","861.21666666667","1","12","5","7","13","35.14","49","2.04","2.38","123","82","32","6","1","12","14","6","6","0","0","6","43","9","40","68","44","0","0","-"
"343","Will Borgen","NYR","D","75","1156.9833333333","4","9","4","5","13","28.89","65","6.15","1.9","175","97","37","3","2","14","39","18","17","1","0","11","57","17","99","133","81","0","0","-"
"382","Andrew Peeke","BOS","D","77","1268.0833333333","4","9","3","6","13","33.33","75","5.33","2.7","201","128","51","3","1","20","20","10","10","0","0","6","56","7","102","141","113","0","0","-"
"383","Tyson Jost","NSH","C","69","748.86666666667","6","7","2","5","13","68.42","86","6.98","9.35","161","119","85","38","4","24","28","13","13","0","0","16","31","22","65","104","25","41","61","40.20"
"403","Troy Stecher","EDM, TOR","D","64","1064.8333333333","2","11","5","6","13","30.23","59","3.39","3.08","164","100","39","4","2","18","18","9","9","0","0","6","69","11","24","125","66","0","0","-"
"411","Michael Eyssimont","BOS","C","56","563.68333333333","7","6","3","3","13","65.00","99","7.07","8.82","178","141","86","42","9","18","29","13","12","1","0","15","36","2","52","50","21","3","3","50.00"
"426","Nicolas Hague","NSH","D","62","1051.5166666667","3","10","4","6","13","34.21","53","5.66","3.24","159","87","41","7","1","22","43","17","14","3","0","6","42","15","74","112","50","0","0","-"
"449","Henri Jokiharju","BOS","D","41","651.25","2","11","6","5","13","36.11","33","6.06","1.6","96","60","22","1","3","10","14","7","7","0","0","3","45","6","25","76","31","0","0","-"
"557","Kirby Dach","MTL","C","37","440.15","8","5","1","4","13","59.09","45","17.78","5.94","83","69","49","26","1","6","31","14","13","1","0","16","16","9","53","49","29","43","65","39.81"
"615","Elmer Soderblom","DET, PIT","L","59","632.86666666667","7","6","4","2","13","65.00","69","10.14","8.68","143","103","81","44","1","15","23","10","9","1","0","14","46","13","98","50","17","3","5","37.50"
"835","Nikita Grebenkin","PHI","R","55","601.33333333333","3","10","6","4","13","68.42","30","10.00","3.16","70","43","37","16","1","5","46","12","8","2","2","15","35","13","86","82","16","4","2","66.67"
"848","Denver Barkey","PHI","C","43","496.76666666667","4","9","8","1","13","65.00","33","12.12","4.09","54","45","39","23","0","6","12","6","6","0","0","8","26","8","42","26","18","6","9","40.00"
"906","Zeev Buium","MIN, VAN","D","76","1241.5833333333","3","10","5","5","13","36.11","53","5.66","2.92","152","80","56","7","2","11","39","13","11","1","1","16","76","14","26","102","49","0","0","-"
"937","Max Shabanov","NYI","R","44","504.05","5","8","6","2","13","54.17","48","10.42","4.85","88","69","50","16","0","3","0","0","0","0","0","4","31","8","27","49","16","0","2","0.00"
"38","Jared Spurgeon","MIN","D","79","1243.1","2","10","5","5","12","30.00","77","2.60","4.27","169","112","49","14","3","16","12","5","5","0","0","6","52","14","76","101","109","0","0","-"
"69","Radko Gudas","ANA","D","56","799.5","2","10","5","5","12","37.50","60","3.33","1.96","165","97","26","6","3","23","67","18","11","5","2","12","39","7","154","64","77","0","0","-"
"94","Nino Niederreiter","WPG","R","61","728.33333333333","6","6","5","1","12","60.00","71","8.45","9.56","126","99","78","45","3","14","16","8","8","0","0","10","34","9","69","40","19","2","3","40.00"
"173","Teddy Blueger","VAN","C","35","495.3","5","7","2","5","12","63.16","40","12.50","4.83","84","66","44","26","2","9","22","8","6","2","0","3","26","8","53","35","15","171","170","50.15"
"203","Miles Wood","CBJ","L","54","580.85","7","5","2","3","12","63.16","67","10.45","8.68","126","99","75","45","3","11","24","12","12","0","0","13","34","4","62","45","18","4","11","26.67"
"204","Nick Paul","T.B","L","51","582.96666666667","6","6","2","4","12","66.67","57","10.53","7.62","120","92","71","34","3","10","30","8","5","2","1","7","30","9","73","43","19","226","192","54.07"
"354","Mason Appleton","DET","C","65","771.38333333333","5","7","5","2","12","57.14","58","8.62","5.72","107","88","59","28","3","9","34","13","12","0","1","11","21","1","86","70","20","5","16","23.81"
"438","Jesper Boqvist","FLA","C","73","767.1","4","8","3","5","12","54.55","58","6.90","7.29","128","100","52","25","2","10","16","8","8","0","0","15","53","8","138","72","31","35","76","31.53"
"503","Ty Emberson","EDM","D","72","1016.3","2","10","3","7","12","36.36","45","4.44","1.35","110","60","27","2","1","12","23","9","8","1","0","3","52","12","106","186","88","0","0","-"
"577","Drew Helleson","ANA","D","60","900.73333333333","2","10","4","6","12","30.00","37","5.41","1.69","122","61","32","4","1","12","20","10","10","0","0","3","41","23","57","102","68","0","0","-"
"655","Emil Andrae","PHI","D","61","880.2","2","10","8","2","12","33.33","31","6.45","2.77","106","57","34","8","3","7","20","10","10","0","0","12","45","6","67","136","56","2","1","66.67"
"666","Tyson Foerster","PHI","R","29","380.1","10","2","1","1","12","66.67","43","23.26","4.09","76","59","43","17","2","8","8","4","4","0","0","2","15","9","25","29","21","0","0","-"
"669","Shakir Mukhamadullin","S.J","D","50","769.9","5","7","3","4","12","40.00","49","10.20","1.98","113","68","30","6","1","8","22","11","11","0","0","4","60","6","35","81","53","0","0","-"
"692","Adam Wilsby","NSH","D","58","894.01666666667","0","12","5","7","12","38.71","54","0.00","3.64","128","85","43","12","2","10","27","12","11","1","0","5","47","13","25","88","42","0","0","-"
"747","Ryker Evans","SEA","D","67","1055.4333333333","7","5","3","2","12","24.49","42","16.67","1.82","114","69","24","4","1","11","38","18","18","0","0","9","46","7","47","110","68","0","0","-"
"755","Emil Lilleberg","T.B","D","50","758.98333333333","4","8","3","5","12","29.27","43","9.30","2.48","97","70","21","6","0","5","59","25","22","3","0","16","41","5","83","96","39","0","0","-"
"804","Sam Rinzel","CHI","D","54","832.31666666667","4","8","5","3","12","34.29","67","5.97","3.11","159","106","44","2","2","13","34","13","12","0","1","4","58","13","45","70","62","0","0","-"
"852","Gavin Brindley","COL","C","56","464.51666666667","5","7","3","4","12","50.00","51","9.80","6.75","90","74","62","29","2","11","6","3","3","0","0","9","14","5","37","73","14","12","14","46.15"
"877","Tom Willander","VAN","D","70","1024.2666666667","3","9","4","5","12","34.29","50","6.00","2.18","126","82","28","2","0","8","28","10","9","0","1","6","50","11","30","88","72","0","0","-"
"10","Nick Foligno","CHI, MIN","L","54","548.7","4","7","4","3","11","55.00","41","9.76","4.92","67","54","45","25","3","8","42","15","11","4","0","17","26","7","127","22","31","153","156","49.51"
"91","Tyler Seguin","DAL","C","27","360.5","6","5","4","1","11","57.89","19","31.58","2.53","43","35","28","8","1","1","2","1","1","0","0","2","18","3","18","7","6","100","91","52.36"
"102","Ondrej Palat","N.J, NYI","L","80","921.68333333333","4","7","4","3","11","30.56","74","5.41","9.29","150","119","101","50","5","9","12","5","5","0","0","14","38","12","127","87","65","6","7","46.15"
"177","Brett Kulak","COL, EDM, PIT","D","83","1399.7166666667","1","10","5","5","11","25.00","91","1.10","3.4","215","132","45","8","1","22","36","18","18","0","0","3","60","14","17","88","89","0","0","-"
"184","Alexander Kerfoot","UTA","C","34","357.11666666667","6","5","3","2","11","78.57","24","25.00","2.28","56","40","29","11","2","3","19","7","6","1","0","4","24","3","29","41","23","98","84","53.85"
"193","Carson Soucy","NYI, NYR","D","76","1115.7666666667","4","7","3","4","11","31.43","59","6.78","2.9","155","92","37","9","4","12","36","18","18","0","0","2","76","19","90","143","73","0","0","-"
