"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"6","Anze Kopitar","L.A","C","67","198.35","5","7","5","2","12","70.59","30","16.67","6.74","57","42","45","26","0","7","4","2","2","0","0","0","9","0","1","2","1","138","89","60.79"
"60","Erik Haula","NSH","L","81","120.4","4","8","2","6","12","70.59","16","25.00","3.51","28","24","18","14","0","1","0","0","0","0","0","0","8","0","3","2","1","41","36","53.25"
"86","Mikael Granlund","ANA","C","58","184.53333333333","8","4","2","2","12","54.55","35","22.86","6.57","62","52","43","15","0","6","8","4","4","0","0","2","7","1","0","6","0","68","52","56.67"
"146","Tom Wilson","WSH","R","72","205.18333333333","7","5","4","1","12","54.55","40","17.50","11.75","79","66","74","53","0","12","14","3","2","0","1","3","7","0","7","8","1","6","4","60.00"
"245","Adrian Kempe","L.A","R","81","249.43333333333","4","8","5","3","12","46.15","44","9.09","5.39","116","73","56","11","0","12","10","5","5","0","0","1","8","0","2","2","2","12","25","32.43"
"326","Troy Terry","ANA","R","61","194.83333333333","1","11","9","2","12","50.00","28","3.57","6.18","64","50","41","19","0","8","0","0","0","0","0","1","1","1","0","3","1","0","0","-"
"340","Auston Matthews","TOR","C","60","166.01666666667","5","7","3","4","12","57.14","40","12.50","5.16","82","59","46","8","0","5","4","2","2","0","0","1","3","3","2","3","0","23","13","63.89"
"377","Brandon Hagel","T.B","L","71","156.93333333333","5","7","4","3","12","57.14","34","14.71","5.12","58","46","35","11","1","8","4","2","2","0","0","2","7","2","2","8","0","1","5","16.67"
"452","Kiefer Sherwood","S.J, VAN","L","72","128.48333333333","7","5","3","2","12","63.16","27","25.93","4.73","49","40","35","13","0","7","2","1","1","0","0","2","5","0","2","5","1","1","3","25.00"
"680","Jackson Blake","CAR","R","81","175.15","3","9","3","6","12","60.00","31","9.68","5.62","60","47","49","21","0","7","2","1","1","0","0","4","10","3","0","9","0","0","0","-"
"718","Frank Nazar","CHI","C","66","207.8","4","8","3","5","12","60.00","37","10.81","6.76","68","56","50","22","0","3","6","3","3","0","0","2","10","2","0","9","2","80","75","51.61"
"794","Matvei Michkov","PHI","R","81","176.71666666667","4","8","4","4","12","70.59","29","13.79","5.74","55","43","34","15","1","7","4","2","2","0","0","1","8","0","2","4","0","0","1","0.00"
"18","James van Riemsdyk","DET","L","72","132.71666666667","7","4","3","1","11","45.83","29","24.14","9.27","48","47","48","41","2","8","2","1","1","0","0","0","5","2","2","6","0","1","1","50.00"
"184","Carter Verhaeghe","FLA","C","77","206.81666666667","6","5","1","4","11","44.00","53","11.32","6.92","91","64","48","17","0","16","4","2","2","0","0","0","9","5","3","8","1","10","20","33.33"
"255","Brayden Point","T.B","C","63","239.81666666667","6","5","1","4","11","35.48","42","14.29","10.31","81","65","72","40","0","12","0","0","0","0","0","0","7","0","1","2","0","56","56","50.00"
"592","Jack Quinn","BUF","R","82","184.2","4","7","1","6","11","64.71","38","10.53","4.73","70","58","41","8","0","8","0","0","0","0","0","0","7","2","0","5","1","0","2","0.00"
"604","Brock Faber","MIN","D","80","87.75","1","10","5","5","11","78.57","13","7.69","0.55","24","16","6","0","0","2","2","1","1","0","0","0","4","2","1","0","1","0","0","-"
"605","Quinton Byfield","L.A","R","79","173.18333333333","4","7","3","4","11","52.38","29","13.79","6.13","60","50","35","20","0","8","2","1","1","0","0","1","7","0","1","7","0","29","29","50.00"
"647","Matty Beniers","SEA","C","82","217.35","6","5","4","1","11","42.31","42","14.29","8.59","85","68","68","34","1","6","4","2","2","0","0","0","8","5","1","6","2","20","21","48.78"
"667","Mason McTavish","ANA","C","75","153.65","6","5","3","2","11","78.57","30","20.00","5.36","61","51","37","17","0","3","4","2","2","0","0","0","8","0","5","3","0","49","38","56.32"
"781","Calum Ritchie","NYI","C","65","133.88333333333","5","6","5","1","11","73.33","21","23.81","4.42","33","30","26","17","0","4","2","1","1","0","0","0","4","0","0","3","0","4","5","44.44"
"804","Artyom Levshunov","CHI","D","68","184.95","1","10","1","9","11","52.38","16","6.25","1.41","41","23","19","1","0","3","6","2","2","0","0","1","6","1","1","1","5","0","0","-"
"7","Kris Letang","PIT","D","74","115.18333333333","1","9","8","1","10","62.50","10","10.00","0.78","22","16","4","0","0","0","0","0","0","0","0","0","9","2","4","1","3","0","0","-"
"191","Andre Burakovsky","CHI","L","75","164.56666666667","3","7","5","2","10","52.63","15","20.00","1.67","37","20","18","5","0","2","4","2","2","0","0","0","4","3","0","2","1","0","0","-"
"207","Sean Monahan","CBJ","C","78","151.08333333333","1","9","4","5","10","58.82","14","7.14","4.25","23","21","19","16","0","5","4","2","2","0","0","1","6","0","3","2","0","86","62","58.11"
"262","Michael Bunting","DAL, NSH","L","74","133.08333333333","6","4","3","1","10","58.82","20","30.00","3.89","38","33","29","16","0","5","0","0","0","0","0","0","5","0","1","2","0","1","6","14.29"
"282","Timo Meier","N.J","R","77","154.41666666667","6","4","3","1","10","62.50","51","11.76","9.87","92","71","59","30","0","12","2","1","1","0","0","0","8","1","3","10","0","17","9","65.38"
"323","Conor Garland","CBJ, VAN","R","71","147.85","2","8","7","1","10","66.67","28","7.14","4.04","47","38","32","13","0","7","0","0","0","0","0","0","7","2","1","9","0","2","2","50.00"
"593","Alexander Nikishin","CAR","D","81","117.78333333333","4","6","4","2","10","40.00","20","20.00","2.08","44","30","14","2","0","1","4","2","2","0","0","1","8","0","0","3","2","0","0","-"
"658","Mackie Samoskevich","FLA","R","77","161.06666666667","4","6","4","2","10","62.50","36","11.11","5.94","70","53","45","18","1","6","0","0","0","0","0","2","7","1","2","5","0","0","0","-"
"698","Logan Cooley","UTA","C","54","137.58333333333","6","4","3","1","10","43.48","20","30.00","4.18","26","25","21","18","0","1","4","2","2","0","0","1","10","1","1","6","0","52","56","48.15"
"831","Ben Kindel","PIT","C","77","140.53333333333","4","6","5","1","10","50.00","22","18.18","4.92","49","39","36","14","0","4","0","0","0","0","0","1","7","1","0","6","0","24","20","54.55"
"38","Marcus Johansson","MIN","L","75","96.35","3","6","3","3","9","69.23","9","33.33","2.25","20","17","14","7","0","1","0","0","0","0","0","1","9","1","1","4","1","1","3","25.00"
"45","Brayden Schenn","NYI, STL","C","80","175.13333333333","4","5","1","4","9","50.00","28","14.29","5.07","50","41","36","16","0","4","0","0","0","0","0","0","6","1","1","3","1","53","30","63.86"
"46","Oliver Ekman-Larsson","TOR","D","78","143.08333333333","0","9","0","9","9","42.86","18","0.00","1.04","43","22","16","1","0","3","2","1","1","0","0","0","4","2","2","1","0","0","0","-"
"73","Justin Faulk","DET, STL","D","78","151.05","2","7","3","4","9","64.29","25","8.00","2.3","46","33","17","1","0","3","6","3","3","0","0","0","3","2","1","1","2","0","0","-"
"78","Cam Fowler","STL","D","82","131.13333333333","1","8","7","1","9","64.29","12","8.33","0.67","22","12","9","0","0","5","0","0","0","0","0","0","6","2","0","1","4","0","0","-"
"91","John Klingberg","S.J","D","56","165.48333333333","5","4","1","3","9","56.25","27","18.52","2.24","58","36","18","1","0","4","0","0","0","0","0","0","8","1","1","2","1","0","0","-"
"238","Alex Tuch","BUF","R","79","132.45","7","2","2","0","9","75.00","28","25.00","4.83","51","47","33","18","0","2","6","3","3","0","0","1","3","0","0","4","0","2","3","40.00"
"259","Viktor Arvidsson","BOS","L","69","138.71666666667","4","5","1","4","9","52.94","26","15.38","5.15","48","37","40","25","0","7","6","3","3","0","0","1","5","1","0","10","0","4","2","66.67"
"423","Josh Norris","BUF","C","44","144.33333333333","2","7","4","3","9","45.00","18","11.11","3.39","45","33","21","8","0","4","4","2","2","0","0","0","6","2","1","2","0","55","55","50.00"
"437","Noah Cates","PHI","L","82","168.6","3","6","4","2","9","56.25","29","10.34","7.65","52","43","46","34","0","10","7","2","1","1","0","2","3","0","4","3","0","60","75","44.44"
"565","Dmitri Voronkov","CBJ","L","63","126.93333333333","7","2","0","2","9","52.94","27","25.93","6.63","45","40","41","33","0","4","9","3","2","1","0","1","8","0","1","4","0","1","2","33.33"
"610","Jamie Drysdale","PHI","D","78","180.23333333333","1","8","3","5","9","60.00","18","5.56","2.08","57","35","21","2","0","5","14","3","2","0","1","0","6","2","0","1","3","0","0","-"
"655","Logan Stankoven","CAR","C","81","126.41666666667","4","5","3","2","9","69.23","23","17.39","5.88","48","39","43","26","0","11","0","0","0","0","0","1","6","1","0","5","0","39","53","42.39"
"730","Jimmy Snuggerud","STL","R","70","158.28333333333","5","4","1","3","9","45.00","34","14.71","7.04","62","51","41","21","0","7","0","0","0","0","0","1","7","1","2","4","0","1","0","100.00"
"14","Jonathan Toews","WPG","C","82","162.11666666667","5","3","2","1","8","47.06","22","22.73","5.51","36","31","32","22","0","12","0","0","0","0","0","0","7","1","1","6","0","84","53","61.31"
"19","David Perron","DET, OTT","L","65","122.81666666667","3","5","0","5","8","72.73","25","12.00","3.43","44","32","28","5","0","4","2","1","1","0","0","1","5","2","4","2","0","0","0","-"
"61","Anders Lee","NYI","L","82","143.93333333333","5","3","3","0","8","61.54","34","14.71","7.44","46","44","42","35","0","7","9","3","2","1","0","2","4","0","1","4","0","22","21","51.16"
"130","Jonathan Marchessault","NSH","R","62","173.46666666667","4","4","1","3","8","34.78","42","9.52","9.42","73","62","59","35","0","10","8","4","4","0","0","4","5","3","7","4","1","2","1","66.67"
"169","Connor Brown","N.J","R","75","112.45","4","4","2","2","8","50.00","19","21.05","4.83","40","35","38","24","0","5","0","0","0","0","0","0","2","1","0","5","0","0","3","0.00"
"189","Andrew Copp","DET","C","79","108.03333333333","1","7","4","3","8","61.54","12","8.33","3.72","31","26","26","15","0","3","0","0","0","0","0","1","7","0","1","1","1","31","30","50.82"
"195","Ryan Hartman","MIN","R","76","135.55","6","2","2","0","8","38.10","28","21.43","5.62","50","41","40","29","0","5","2","1","1","0","0","0","7","1","2","1","0","45","46","49.45"
"212","Max Domi","TOR","C","80","109.11666666667","2","6","6","0","8","88.89","24","8.33","3","39","28","19","9","0","5","0","0","0","0","0","0","7","1","1","3","1","19","15","55.88"
"249","Brandon Montour","SEA","D","64","122.16666666667","2","6","4","2","8","66.67","33","6.06","3.04","67","44","17","2","0","7","6","3","3","0","0","0","3","0","2","1","1","0","0","-"
"433","Fabian Zetterlund","OTT","L","82","95.833333333333","5","3","1","2","8","80.00","19","26.32","3.14","39","28","23","10","0","3","0","0","0","0","0","0","3","1","1","4","1","1","0","100.00"
"532","Kaapo Kakko","SEA","R","65","93.75","2","6","1","5","8","72.73","7","28.57","2.24","20","13","14","10","0","4","0","0","0","0","0","0","2","0","1","2","0","3","5","37.50"
"563","Matias Maccelli","TOR","L","71","123.33333333333","2","6","2","4","8","66.67","16","12.50","3.01","31","25","20","8","0","4","2","1","1","0","0","1","3","1","0","1","0","0","0","-"
"581","Dylan Holloway","STL","L","59","132.6","4","4","2","2","8","61.54","30","13.33","2.98","49","37","32","6","0","9","0","0","0","0","0","0","8","1","5","4","0","6","4","60.00"
"617","Will Cuylle","NYR","L","82","120.35","4","4","3","1","8","66.67","28","14.29","6","51","43","41","28","0","8","0","0","0","0","0","0","3","0","5","5","0","12","11","52.17"
"787","Matthew Wood","NSH","R","71","110.5","4","4","2","2","8","53.33","21","19.05","3.26","32","26","19","8","0","3","0","0","0","0","0","1","5","0","0","4","0","6","9","40.00"
"797","Emmitt Finnie","DET","C","82","114.41666666667","4","4","1","3","8","61.54","14","28.57","3.69","29","22","25","16","0","5","0","0","0","0","0","1","5","0","0","8","0","4","9","30.77"
"84","Taylor Hall","CAR","L","80","132.96666666667","3","4","3","1","7","58.33","25","12.00","5.57","36","34","31","26","0","4","4","2","2","0","0","1","4","0","3","8","0","4","6","40.00"
"113","Jonathan Huberdeau","CGY","L","50","145.66666666667","3","4","0","4","7","46.67","20","15.00","3.5","35","32","25","14","0","6","0","0","0","0","0","0","8","0","1","2","0","0","1","0.00"
"239","Tony DeAngelo","NYI","D","76","121.63333333333","1","6","3","3","7","77.78","15","6.67","1.14","47","24","16","1","0","2","0","0","0","0","0","0","9","0","0","3","3","0","0","-"
"266","Victor Olofsson","CGY, COL","L","78","162.86666666667","2","5","2","3","7","77.78","38","5.26","4.14","68","50","39","10","0","3","0","0","0","0","0","0","3","1","0","5","0","0","0","-"
"273","Noah Hanifin","VGK","D","71","56.633333333333","0","7","3","4","7","77.78","10","0.00","1.4","22","15","9","3","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"289","Tommy Novak","PIT","C","82","96.9","5","2","1","1","7","58.33","15","33.33","2.32","29","23","20","8","0","2","0","0","0","0","0","0","5","1","0","5","0","17","18","48.57"
"304","Thomas Chabot","OTT","D","57","136.05","2","5","4","1","7","58.33","19","10.53","1.23","47","25","11","0","0","5","0","0","0","0","0","0","2","0","1","0","5","0","0","-"
"333","Mason Marchment","CBJ, SEA","L","68","156.41666666667","3","4","0","4","7","46.67","19","15.79","2.46","37","25","24","9","0","5","8","4","4","0","0","0","8","2","2","6","0","5","8","38.46"
"404","Casey Mittelstadt","BOS","C","71","122.61666666667","2","5","3","2","7","58.33","13","15.38","2.38","23","20","18","9","0","4","2","1","1","0","0","1","9","1","1","6","0","14","14","50.00"
"411","Owen Tippett","PHI","R","81","179.6","3","4","0","4","7","50.00","41","7.32","7.38","81","65","60","21","0","12","12","2","1","0","1","3","9","1","6","9","0","0","4","0.00"
"459","Ryan McLeod","BUF","C","81","128.71666666667","0","7","4","3","7","53.85","10","0.00","1.45","16","16","8","3","0","1","4","2","2","0","0","0","5","0","0","7","0","43","43","50.00"
"479","Noah Dobson","MTL","D","80","121.78333333333","2","5","2","3","7","70.00","26","7.69","2.17","53","40","15","2","1","5","0","0","0","0","0","0","6","4","0","1","9","0","0","-"
"503","Yegor Sharangovich","CGY","C","78","123.2","4","3","2","1","7","58.33","26","15.38","4.44","55","37","29","15","0","7","2","1","1","0","0","2","2","1","1","3","1","2","4","33.33"
"521","Bowen Byram","BUF","D","82","131.61666666667","1","6","1","5","7","58.33","15","6.67","2.28","37","25","19","5","0","1","2","1","1","0","0","0","5","1","2","1","2","0","0","-"
"530","Cam York","PHI","D","74","122.7","1","6","4","2","7","53.85","23","4.35","2.25","44","31","22","4","0","5","2","1","1","0","0","0","3","2","0","1","2","0","0","-"
"531","Bobby Brink","MIN, PHI","R","68","133.83333333333","3","4","3","1","7","46.67","20","15.00","5.54","47","37","30","14","0","7","0","0","0","0","0","1","7","0","0","3","0","2","1","66.67"
"543","Thomas Harley","DAL","D","70","115.55","1","6","4","2","7","50.00","9","11.11","1.4","25","19","10","2","0","4","0","0","0","0","0","0","6","1","1","2","3","0","0","-"
"580","Connor Zary","CGY","C","74","122.3","2","5","2","3","7","77.78","19","10.53","3.25","32","24","28","12","0","7","6","3","3","0","0","0","8","2","0","6","0","6","13","31.58"
"586","Jake Neighbours","STL","L","69","144.81666666667","1","6","6","0","7","33.33","11","9.09","3.44","21","18","21","15","0","4","2","1","1","0","0","0","3","1","5","3","0","0","2","0.00"
"598","Dawson Mercer","N.J","C","82","132.26666666667","4","3","2","1","7","43.75","30","13.33","7.61","55","47","49","25","0","6","2","1","1","0","0","0","3","0","3","4","0","6","13","31.58"
"727","Matt Savoie","EDM","C","82","68.3","5","2","0","2","7","70.00","13","38.46","3.68","19","16","16","10","0","1","0","0","0","0","0","0","1","1","0","1","0","4","3","57.14"
"735","Nick Blankenburg","COL, NSH","D","61","87.25","3","4","3","1","7","70.00","12","25.00","1.73","27","18","14","3","0","3","0","0","0","0","0","1","6","2","1","1","1","0","0","-"
"768","Dalibor Dvorsky","STL","R","71","139.43333333333","5","2","0","2","7","46.67","24","20.83","3.17","45","34","21","6","0","8","8","4","4","0","0","0","1","1","1","0","1","37","46","44.58"
"782","Axel Sandin-Pellikka","DET","D","68","118.86666666667","1","6","3","3","7","63.64","9","11.11","1.34","38","26","7","0","0","5","0","0","0","0","0","0","5","2","0","6","2","0","0","-"
"813","Matvei Gridin","CGY","R","37","71.85","1","6","3","3","7","70.00","13","7.69","1.21","20","15","6","4","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","-"
"16","Jamie Benn","DAL","L","60","89.65","2","4","2","2","6","40.00","7","28.57","1.6","18","13","11","6","0","2","4","2","2","0","0","0","3","2","0","3","1","12","8","60.00"
"37","Jared Spurgeon","MIN","D","79","119.11666666667","2","4","3","1","6","42.86","8","25.00","0.89","26","12","8","1","0","0","0","0","0","0","0","0","1","0","1","3","2","0","0","-"
"42","Victor Hedman","T.B","D","33","74.783333333333","0","6","4","2","6","75.00","17","0.00","1.55","38","26","6","1","0","2","0","0","0","0","0","0","4","1","0","0","2","0","0","-"
"44","Evander Kane","VAN","L","71","112.4","2","4","2","2","6","54.55","26","7.69","3.39","53","39","21","7","1","5","4","2","2","0","0","0","5","0","1","6","1","8","11","42.11"
"134","Morgan Rielly","TOR","D","78","178.23333333333","1","5","2","3","6","26.09","29","3.45","2.16","55","38","21","2","0","5","0","0","0","0","0","0","3","2","0","2","5","0","0","-"
"176","MacKenzie Weegar","CGY, UTA","D","79","155.51666666667","0","6","2","4","6","46.15","25","0.00","1.75","54","35","10","0","0","6","4","2","2","0","0","0","6","3","5","2","2","0","0","-"
"183","Anthony Duclair","NYI","L","62","78.383333333333","4","2","1","1","6","50.00","17","23.53","3.62","26","22","20","13","0","6","4","2","2","0","0","0","0","0","0","1","1","0","0","-"
"204","Jonathan Drouin","NYI, STL","L","64","179.93333333333","1","5","3","2","6","42.86","11","9.09","2.64","31","25","16","8","0","1","0","0","0","0","0","0","5","0","1","4","2","22","19","53.66"
"246","Ivan Barbashev","VGK","L","82","70.133333333333","2","4","3","1","6","75.00","10","20.00","2","16","14","13","6","0","2","0","0","0","0","0","0","4","0","1","1","0","3","4","42.86"
"299","Jack Roslovic","EDM","C","69","80.133333333333","4","2","2","0","6","46.15","12","33.33","3.3","26","25","18","11","0","2","4","2","2","0","0","0","4","0","0","2","0","12","10","54.55"
"327","Adam Gaudette","S.J","R","66","65.15","3","3","1","2","6","85.71","11","27.27","1.48","18","13","13","4","0","3","0","0","0","0","0","0","2","0","1","4","0","18","13","58.06"
"328","Vladislav Gavrikov","NYR","D","82","84.866666666667","3","3","1","2","6","54.55","12","25.00","1.92","24","19","12","3","0","2","2","1","1","0","0","0","5","0","2","2","3","0","0","-"
"365","Pierre-Luc Dubois","WSH","C, L","29","66.483333333333","3","3","1","2","6","100.00","11","27.27","2.44","18","15","12","8","0","3","0","0","0","0","0","0","5","0","0","1","0","27","15","64.29"
"476","Barrett Hayton","UTA","C","67","135.95","4","2","2","0","6","46.15","23","17.39","5.43","31","29","28","21","0","5","8","4","4","0","0","1","2","3","3","7","1","53","47","53.00"
"614","Cole Perfetti","WPG","C","68","153.6","3","3","3","0","6","37.50","24","12.50","6.01","55","42","46","23","0","6","0","0","0","0","0","0","4","1","3","1","1","1","1","50.00"
"632","Bobby McMann","SEA, TOR","C","78","75.133333333333","4","2","1","1","6","85.71","15","26.67","2.4","25","20","19","10","0","3","0","0","0","0","0","0","2","0","1","2","0","0","0","-"
"636","Yegor Chinakhov","CBJ, PIT","R","72","94.55","2","4","1","3","6","54.55","15","13.33","1.39","31","24","13","1","0","2","2","1","1","0","0","0","3","1","1","1","2","0","0","-"
"664","Zachary Bolduc","MTL","R","78","124.63333333333","3","3","2","1","6","46.15","20","15.00","3.57","39","31","28","11","0","6","2","1","1","0","0","2","7","0","7","4","0","4","4","50.00"
"722","Noah Ostlund","BUF","C","60","79.833333333333","2","4","2","2","6","75.00","7","28.57","1.62","18","14","10","5","0","0","0","0","0","0","0","0","4","0","0","3","0","1","8","11.11"
"731","Shane Wright","SEA","C","74","118.65","2","4","2","2","6","42.86","12","16.67","3.8","30","25","22","12","0","3","0","0","0","0","0","1","3","1","0","8","1","25","37","40.32"
"766","Easton Cowan","TOR","R","66","102.7","2","4","2","2","6","46.15","9","22.22","1.98","21","16","17","7","0","4","2","1","1","0","0","0","11","1","0","3","1","2","2","50.00"
"779","Gabe Perreault","NYR","R","49","65.266666666667","3","3","3","0","6","54.55","8","37.50","1.65","13","11","12","7","0","2","0","0","0","0","0","0","1","1","0","2","0","0","0","-"
"789","Uvis Balinskis","FLA","D","54","67.466666666667","3","3","1","2","6","75.00","13","23.08","0.79","22","13","8","0","0","4","0","0","0","0","0","1","3","6","1","2","1","0","0","-"
"802","Zayne Parekh","CGY","D","37","87.533333333333","3","3","1","2","6","66.67","13","23.08","0.92","32","18","9","0","0","3","0","0","0","0","0","0","8","2","2","1","1","0","0","-"
"814","Cole Hutson","WSH","D","14","30.766666666667","1","5","3","2","6","100.00","3","33.33","0.74","10","7","4","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"15","Alex Killorn","ANA","L","82","121.1","3","2","1","1","5","41.67","8","37.50","2.35","27","18","21","9","0","4","2","1","1","0","0","0","4","1","0","2","0","6","2","75.00"
"36","Gustav Nyquist","WPG","R","51","90.716666666667","0","5","4","1","5","50.00","13","0.00","1.71","24","17","11","1","0","2","0","0","0","0","0","0","2","0","1","3","0","1","0","100.00"
"39","Kyle Palmieri","NYI","C","25","91.616666666667","1","4","2","2","5","55.56","28","3.57","6.94","45","41","37","23","0","9","0","0","0","0","0","0","4","0","0","2","0","0","0","-"
"87","Nino Niederreiter","WPG","R","61","94.45","1","4","0","4","5","83.33","10","10.00","2.95","20","16","19","11","0","3","2","1","1","0","0","0","6","0","0","4","0","0","1","0.00"
"90","Brendan Gallagher","MTL","R","77","105.85","2","3","1","2","5","62.50","12","16.67","2.64","22","17","16","10","0","4","2","1","1","0","0","1","4","2","0","3","0","1","2","33.33"
"112","Gabriel Landeskog","COL","L","60","151.13333333333","2","3","1","2","5","31.25","19","10.53","4.74","38","35","32","20","0","4","4","2","2","0","0","0","2","1","2","4","0","69","32","68.32"
"193","Shea Theodore","VGK","D","70","96.516666666667","2","3","3","0","5","45.45","6","33.33","0.71","23","10","6","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"227","Aaron Ekblad","FLA","D","72","156.83333333333","1","4","4","0","5","33.33","16","6.25","1.59","43","27","14","1","0","5","8","4","4","0","0","0","5","1","7","1","3","0","0","-"
"251","Christian Dvorak","PHI","C","80","133.86666666667","3","2","2","0","5","45.45","23","13.04","6.66","42","38","40","29","0","11","0","0","0","0","0","0","4","0","0","4","0","80","54","59.70"
"311","Ivan Provorov","CBJ","D","82","90.483333333333","1","4","3","1","5","62.50","19","5.26","2","40","30","12","3","0","1","6","3","3","0","0","0","2","0","0","2","0","0","0","-"
"316","Evan Rodrigues","FLA","C","69","131.86666666667","1","4","3","1","5","38.46","18","5.56","3.01","36","25","19","9","0","3","2","1","1","0","0","1","3","0","1","4","0","31","34","47.69"
"383","Justin Brazeau","PIT","R","64","66.116666666667","3","2","1","1","5","71.43","11","27.27","3.57","21","21","19","14","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"429","Alex Iafallo","WPG","L","79","95.566666666667","2","3","1","2","5","83.33","21","9.52","5","32","28","31","25","0","7","2","1","1","0","0","0","3","1","1","1","0","0","0","-"
"542","Connor McMichael","WSH","C, L","78","126.25","2","3","2","1","5","50.00","19","10.53","4.27","32","26","24","15","0","4","2","1","1","0","0","0","3","2","0","2","0","28","27","50.91"
"547","Shane Pinto","OTT","C","72","130.98333333333","5","0","0","0","5","38.46","27","18.52","5.12","58","43","47","18","0","4","4","2","2","0","0","1","6","1","2","5","0","15","7","68.18"
"548","Philip Broberg","STL","D","81","98.6","2","3","1","2","5","55.56","12","16.67","0.79","20","14","12","0","0","2","2","1","1","0","0","0","3","3","0","2","1","0","0","-"
"567","Arseny Gritsyuk","N.J","R","66","68.916666666667","2","3","2","1","5","50.00","13","15.38","1.56","19","16","11","2","0","4","2","1","1","0","0","0","3","0","0","1","1","0","1","0.00"
"611","Mavrik Bourque","DAL","C","82","92.266666666667","1","4","4","0","5","55.56","11","9.09","1.94","21","14","14","6","0","1","4","2","2","0","0","2","2","0","0","2","0","5","13","27.78"
"616","Alex Laferriere","L.A","R","82","138.53333333333","3","2","1","1","5","50.00","33","9.09","7.63","53","47","39","28","1","7","2","1","1","0","0","2","4","0","5","7","0","9","8","52.94"
"624","JJ Peterka","UTA","R","82","160.88333333333","3","2","2","0","5","41.67","18","16.67","3.11","42","26","24","13","2","7","4","2","2","0","0","0","9","1","0","4","1","0","1","0.00"
"639","Mason Lohrei","BOS","D","73","100.4","2","3","2","1","5","62.50","14","14.29","1.64","37","26","8","1","0","0","0","0","0","0","0","0","5","4","0","4","2","0","0","-"
"745","Noah Laba","NYR","C","74","40.9","3","2","0","2","5","100.00","7","42.86","1.17","9","8","7","4","0","1","0","0","0","0","0","0","1","1","0","1","0","12","15","44.44"
"761","Zach Benson","BUF","L","65","112.6","1","4","2","2","5","38.46","16","6.25","3.06","23","22","21","11","0","1","0","0","0","0","0","0","2","0","0","2","2","2","3","40.00"
"777","Oliver Moore","CHI","C","51","53.816666666667","2","3","3","0","5","100.00","6","33.33","0.88","12","10","5","1","0","3","0","0","0","0","0","1","3","0","0","5","0","3","9","25.00"
"811","Justin Hryckowian","DAL","C","81","50.983333333333","2","3","1","2","5","83.33","6","33.33","2.09","13","11","12","9","0","5","0","0","0","0","0","0","2","0","0","4","0","9","5","64.29"
"821","Igor Chernyshov","S.J","L","28","31.75","3","2","2","0","5","62.50","6","50.00","1.47","11","9","9","4","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"835","Max Shabanov","NYI","R","44","71.55","0","5","2","3","5","71.43","6","0.00","1.1","19","12","13","1","0","1","2","1","1","0","0","0","4","2","0","1","0","0","0","-"
"13","Jordan Staal","CAR","C","75","59.916666666667","4","0","0","0","4","30.77","16","25.00","3.88","31","28","27","20","0","0","0","0","0","0","0","1","0","0","0","0","0","108","48","69.23"
"81","Jeff Skinner","S.J","L","32","56.05","2","2","1","1","4","44.44","10","20.00","1.28","27","16","17","5","0","1","0","0","0","0","0","0","3","5","0","0","0","1","0","100.00"
"85","Tyler Seguin","DAL","C","27","56.316666666667","1","3","2","1","4","50.00","9","11.11","2.19","18","16","14","9","0","1","0","0","0","0","0","1","2","0","0","1","0","15","7","68.18"
"135","Hampus Lindholm","BOS","D","67","95.35","1","3","1","2","4","40.00","18","5.56","1.42","46","30","16","1","0","4","2","1","1","0","0","0","4","2","0","1","2","0","0","-"
"160","Damon Severson","CBJ","D","71","79.216666666667","1","3","2","1","4","80.00","11","9.09","1.6","23","17","14","7","0","3","2","1","1","0","0","0","0","0","0","4","0","0","0","-"
"211","Valeri Nichushkin","COL","R","72","137.61666666667","1","3","0","3","4","36.36","17","5.88","4.48","36","30","30","15","0","4","2","1","1","0","0","0","9","1","0","2","1","0","0","-"
"315","Anthony Cirelli","T.B","C","71","87.25","3","1","1","0","4","44.44","10","30.00","2.55","17","15","16","12","0","3","0","0","0","0","0","0","4","0","4","5","1","53","24","68.83"
"381","Michael Eyssimont","BOS","C","56","36.833333333333","1","3","1","2","4","100.00","10","10.00","1.44","14","13","10","9","0","2","2","1","1","0","0","1","1","0","1","0","0","0","0","-"
"382","Michael Carcone","UTA","L","79","75.966666666667","3","1","1","0","4","57.14","16","18.75","2.31","30","23","8","5","0","2","0","0","0","0","0","0","7","0","0","3","0","0","0","-"
"448","Sean Durzi","UTA","D","60","78.516666666667","0","4","2","2","4","80.00","13","0.00","0.86","25","18","5","1","0","5","0","0","0","0","0","1","2","1","0","1","1","0","0","-"
