playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_xGoals,I_F_hits,I_F_takeaways,I_F_giveaways,penalties,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xGoals,OnIce_A_xGoals,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,total_icetime,total_goals,total_primary_assists,total_secondary_assists,total_points,total_shots,total_hits,total_takeaways,total_giveaways,total_blocks,total_toi_per_game,pp_toi_per_game,pp_goals,pp_points,pp_shots,pp_xgoals,pp_on_ice_xgoals,pp_on_ice_xgoals_percentage,pp_points_per_60,pp_blocks,pp_takeaways,pp_xgoals_against_per_60,pk_toi_per_game,pk_goals,pk_points,pk_shots,pk_xgoals,pk_on_ice_xgoals,pk_on_ice_xgoals_percentage,pk_points_per_60,pk_blocks,pk_takeaways,pk_xgoals_against_per_60,toi_per_game,goals_per_game,primary_assists_per_game,secondary_assists_per_game,points_per_game,shots_per_game,expected_goals_per_game,hits_per_game,takeaways_per_game,giveaways_per_game,blocks_per_game,goals_per_60,points_per_60,shots_per_60,expected_goals_per_60,on_ice_xgoals_for_per_60,on_ice_xgoals_against_per_60,hits_per_60,takeaways_per_60,giveaways_per_60,blocks_per_60,position_group,points_per_game_percentile,goals_per_60_percentile,points_per_60_percentile,shots_per_60_percentile,expected_goals_per_60_percentile,hits_per_60_percentile,takeaways_per_60_percentile,blocks_per_60_percentile,onIce_xGoalsPercentage_percentile,onIce_corsiPercentage_percentile,onIce_fenwickPercentage_percentile
8480084,2025,Nick DeSimone,UTA,D,5on5,40,33243.0,756.0,13.43,2.0,2.0,4.0,8.0,34.0,1.9,19.0,5.0,32.0,5.0,2.0,31.0,23.56,18.9,0.55,0.54,0.54,34111.0,2.0,2.0,4.0,8.0,35.0,19.0,5.0,32.0,31.0,14.21,0.03,0.0,0.0,0.0,0.0,0.05,0.833,0.0,0.0,0.0,0.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,13.85,0.05,0.05,0.1,0.2,0.85,0.05,0.48,0.12,0.8,0.78,0.22,0.87,3.68,0.21,2.55,2.05,2.06,0.54,3.47,3.36,D,51.0,69.0,61.0,54.0,74.0,37.0,28.0,30.0,85.0,87.0,87.0
8476994,2025,Vinnie Hinostroza,FLA,C,5on5,65,40191.0,818.0,8.25,6.0,3.0,6.0,15.0,58.0,5.98,41.0,19.0,48.0,9.0,11.0,26.0,22.64,37.97,0.37,0.44,0.42,42657.0,6.0,5.0,7.0,18.0,65.0,41.0,19.0,49.0,27.0,10.94,0.47,0.0,2.0,5.0,0.26,1.69,0.758,3.9,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.31,0.09,0.05,0.09,0.23,0.89,0.09,0.63,0.29,0.74,0.4,0.54,1.34,5.2,0.54,2.03,3.4,3.67,1.7,4.3,2.33,F,39.0,47.0,45.0,37.0,25.0,37.0,93.0,61.0,7.0,16.0,10.0
8482858,2025,Ryker Evans,SEA,D,5on5,67,64282.0,1172.0,9.5,7.0,3.0,2.0,12.0,42.0,1.8,47.0,7.0,46.0,18.0,9.0,68.0,40.7,42.64,0.49,0.45,0.46,71576.0,8.0,5.0,4.0,17.0,46.0,48.0,7.0,49.0,75.0,17.8,0.34,0.0,1.0,2.0,0.01,3.99,0.983,2.65,0.0,0.0,0.19,0.93,1.0,1.0,1.0,0.07,0.57,0.066,0.97,0.0,0.0,7.82,15.99,0.1,0.04,0.03,0.18,0.63,0.03,0.7,0.1,0.69,1.01,0.39,0.67,2.35,0.1,2.28,2.39,2.63,0.39,2.58,3.81,D,44.0,90.0,40.0,12.0,18.0,46.0,18.0,45.0,50.0,20.0,27.0
8477419,2025,Mason Geertsen,BUF,L,5on5,5,1232.0,33.0,-0.42,0.0,0.0,0.0,0.0,1.0,0.01,8.0,0.0,0.0,1.0,0.0,0.0,0.39,0.65,0.37,0.44,0.48,1236.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,4.12,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,4.11,0.0,0.0,0.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.92,0.03,1.14,1.9,23.38,0.0,0.0,0.0,F,5.0,9.0,5.0,6.0,1.0,98.0,6.0,2.0,7.0,16.0,41.0
8478409,2025,Anthony Richard,PHI,C,5on5,1,428.0,10.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.33,0.29,0.44,0.43,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,,,,,,,,,,,,,,,,,,,,,,,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,2.78,0.0,0.0,0.0,0.0,F,5.0,9.0,5.0,1.0,0.0,1.0,6.0,2.0,3.0,16.0,12.0
8478399,2025,Jonas Siegenthaler,NJD,D,5on5,82,84436.0,1681.0,17.1,0.0,2.0,9.0,11.0,58.0,3.39,85.0,20.0,82.0,16.0,5.0,111.0,58.54,61.28,0.49,0.5,0.51,95832.0,0.0,5.0,11.0,16.0,60.0,92.0,21.0,90.0,135.0,19.48,0.04,0.0,0.0,0.0,0.0,0.14,0.933,0.0,2.0,0.0,0.19,1.65,0.0,2.0,1.0,0.01,2.59,0.141,0.89,0.0,0.0,6.98,17.16,0.0,0.02,0.11,0.13,0.71,0.04,1.04,0.24,1.0,1.35,0.0,0.47,2.47,0.14,2.5,2.61,3.62,0.85,3.5,4.73,D,29.0,16.0,24.0,15.0,39.0,58.0,58.0,69.0,50.0,62.0,70.0
8482702,2025,Logan Stankoven,CAR,C,5on5,81,65735.0,1265.0,69.75,15.0,7.0,9.0,31.0,137.0,17.35,50.0,26.0,39.0,6.0,14.0,22.0,60.87,43.58,0.58,0.61,0.6,75088.0,21.0,10.0,13.0,44.0,166.0,50.0,28.0,46.0,22.0,15.45,1.52,4.0,9.0,22.0,3.71,14.63,0.885,4.38,0.0,1.0,0.93,0.04,0.0,0.0,0.0,0.0,0.12,0.923,0.0,0.0,0.0,0.21,13.53,0.19,0.09,0.11,0.38,1.69,0.21,0.62,0.32,0.48,0.27,0.82,1.7,7.5,0.95,3.33,2.39,2.74,1.42,2.14,1.2,F,72.0,75.0,67.0,84.0,93.0,27.0,86.0,16.0,94.0,99.0,98.0
8478401,2025,Pavel Zacha,BOS,C,5on5,78,57549.0,1201.0,53.77,15.0,10.0,12.0,37.0,82.0,9.36,57.0,15.0,49.0,11.0,6.0,19.0,37.81,44.05,0.46,0.48,0.49,78840.0,30.0,17.0,18.0,65.0,131.0,64.0,18.0,61.0,26.0,16.85,2.76,9.0,18.0,28.0,9.51,31.84,0.86,5.01,3.0,0.0,1.44,0.78,0.0,0.0,2.0,0.09,0.12,0.024,0.0,0.0,1.0,4.87,12.3,0.19,0.13,0.15,0.47,1.05,0.12,0.73,0.19,0.63,0.24,0.94,2.31,5.13,0.59,2.37,2.76,3.57,0.94,3.07,1.19,F,86.0,83.0,91.0,35.0,34.0,36.0,55.0,15.0,29.0,42.0,49.0
8478397,2025,Rasmus Andersson,VGK,D,5on5,81,87411.0,2128.0,51.8,9.0,18.0,4.0,31.0,135.0,7.31,32.0,21.0,83.0,23.0,19.0,123.0,59.42,60.34,0.5,0.5,0.5,112760.0,17.0,22.0,8.0,47.0,178.0,37.0,27.0,102.0,150.0,23.2,1.89,4.0,8.0,26.0,3.58,18.5,0.849,3.14,16.0,5.0,1.29,2.13,1.0,1.0,8.0,0.45,3.26,0.138,0.35,2.0,0.0,7.1,17.99,0.11,0.22,0.05,0.38,1.67,0.09,0.4,0.26,1.02,1.52,0.37,1.28,5.56,0.3,2.45,2.49,1.32,0.86,3.42,5.07,D,90.0,87.0,87.0,91.0,94.0,22.0,60.0,78.0,59.0,62.0,62.0
8478013,2025,Jake Walman,EDM,D,5on5,53,52815.0,1065.0,19.6,5.0,6.0,4.0,15.0,84.0,3.56,15.0,11.0,58.0,4.0,5.0,83.0,33.94,41.58,0.45,0.48,0.49,59627.0,8.0,7.0,5.0,20.0,96.0,15.0,14.0,60.0,90.0,18.75,0.67,0.0,1.0,6.0,0.36,4.48,0.855,1.7,3.0,0.0,1.29,0.97,2.0,2.0,2.0,0.16,0.88,0.104,2.34,0.0,2.0,8.84,16.61,0.09,0.11,0.08,0.28,1.58,0.07,0.28,0.21,1.09,1.57,0.34,1.02,5.73,0.24,2.31,2.83,1.02,0.75,3.95,5.66,D,73.0,85.0,72.0,92.0,84.0,14.0,48.0,89.0,24.0,44.0,52.0
8484148,2025,Oliver Bonk,PHI,D,5on5,1,764.0,21.0,1.23,1.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.36,0.56,0.39,0.43,0.42,988.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,16.47,,,,,,,,,,,,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12.73,1.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,1.0,0.0,4.71,4.71,4.71,0.19,1.7,2.64,0.0,0.0,4.71,0.0,D,100.0,99.0,99.0,82.0,65.0,2.0,7.0,0.0,9.0,13.0,10.0
8479385,2025,Jordan Kyrou,STL,R,5on5,72,56430.0,1261.0,54.42,12.0,12.0,5.0,29.0,134.0,12.55,11.0,18.0,46.0,4.0,7.0,25.0,45.36,31.53,0.59,0.55,0.55,67957.0,18.0,15.0,13.0,46.0,173.0,14.0,22.0,53.0,28.0,15.73,2.09,3.0,13.0,28.0,3.53,11.66,0.815,5.19,0.0,2.0,1.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,13.06,0.17,0.17,0.07,0.4,1.86,0.17,0.15,0.25,0.64,0.35,0.77,1.85,8.55,0.8,2.89,2.01,0.7,1.15,2.93,1.59,F,76.0,69.0,75.0,94.0,76.0,5.0,72.0,31.0,96.0,88.0,89.0
8476906,2025,Shayne Gostisbehere,CAR,D,5on5,55,51125.0,1051.0,62.4,6.0,11.0,9.0,26.0,81.0,3.98,29.0,14.0,40.0,6.0,9.0,51.0,43.74,32.87,0.57,0.6,0.59,63467.0,13.0,17.0,20.0,50.0,116.0,29.0,19.0,54.0,63.0,19.23,2.96,5.0,15.0,26.0,3.27,20.43,0.887,5.53,0.0,4.0,0.96,0.05,0.0,0.0,1.0,0.01,0.01,0.5,0.0,0.0,0.0,0.24,15.49,0.11,0.2,0.16,0.47,1.47,0.07,0.53,0.25,0.73,0.93,0.42,1.83,5.7,0.28,3.08,2.31,2.04,0.99,2.82,3.59,D,96.0,92.0,96.0,92.0,92.0,36.0,73.0,37.0,91.0,97.0,97.0
8479026,2025,Philippe Myers,TOR,D,5on5,39,31389.0,733.0,-3.5,0.0,1.0,1.0,2.0,37.0,1.3,52.0,4.0,34.0,11.0,1.0,44.0,16.94,23.05,0.42,0.42,0.43,34031.0,0.0,1.0,1.0,2.0,42.0,55.0,4.0,35.0,51.0,14.54,0.0,0.0,0.0,1.0,0.01,0.01,1.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,4.0,0.16,0.4,0.068,0.0,0.0,0.0,8.93,13.41,0.0,0.03,0.03,0.05,0.95,0.03,1.33,0.1,0.87,1.13,0.0,0.23,4.24,0.15,1.94,2.64,5.96,0.46,3.9,5.05,D,14.0,16.0,15.0,72.0,45.0,85.0,21.0,78.0,14.0,10.0,12.0
8476389,2025,Vincent Trocheck,NYR,C,5on5,67,58903.0,1256.0,46.06,11.0,11.0,5.0,27.0,66.0,7.71,185.0,20.0,60.0,19.0,14.0,40.0,34.48,45.44,0.43,0.5,0.47,82616.0,16.0,19.0,18.0,53.0,114.0,193.0,27.0,80.0,49.0,20.55,2.87,1.0,14.0,32.0,4.56,32.93,0.871,4.37,5.0,2.0,1.52,1.82,2.0,2.0,4.0,0.53,1.74,0.099,0.99,0.0,4.0,7.78,14.65,0.16,0.16,0.07,0.4,0.99,0.12,2.76,0.3,0.9,0.6,0.67,1.65,4.03,0.47,2.11,2.78,11.31,1.22,3.67,2.44,F,76.0,59.0,64.0,14.0,17.0,80.0,76.0,65.0,17.0,61.0,33.0
8477492,2025,Nathan MacKinnon,COL,C,5on5,80,81319.0,1596.0,148.48,31.0,29.0,15.0,75.0,221.0,21.04,55.0,20.0,129.0,11.0,20.0,27.0,79.73,58.77,0.58,0.58,0.56,106857.0,53.0,50.0,24.0,127.0,352.0,64.0,25.0,165.0,35.0,22.26,4.05,10.0,27.0,93.0,9.77,42.02,0.914,5.0,0.0,3.0,0.74,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.94,0.39,0.36,0.19,0.94,2.76,0.26,0.69,0.25,1.61,0.34,1.37,3.32,9.78,0.93,3.53,2.6,2.43,0.89,5.71,1.2,F,100.0,97.0,99.0,98.0,92.0,23.0,50.0,16.0,94.0,95.0,92.0
8483476,2025,Jonathan Lekkerimki,VAN,R,5on5,13,7634.0,166.0,-0.4,2.0,0.0,1.0,3.0,8.0,0.52,10.0,1.0,6.0,0.0,2.0,5.0,1.9,6.86,0.22,0.34,0.33,9109.0,2.0,0.0,1.0,3.0,10.0,10.0,1.0,7.0,5.0,11.68,1.52,0.0,0.0,1.0,0.1,1.8,0.891,0.0,0.0,0.0,0.67,,,,,,,,,,,,9.79,0.15,0.0,0.08,0.23,0.62,0.04,0.77,0.08,0.46,0.38,0.94,1.41,3.77,0.25,0.9,3.24,4.72,0.47,2.83,2.36,F,39.0,83.0,49.0,11.0,6.0,45.0,19.0,63.0,1.0,3.0,3.0
8476867,2025,Brendan Gaunce,CBJ,C,5on5,25,14881.0,336.0,6.68,0.0,3.0,1.0,4.0,24.0,2.25,44.0,6.0,5.0,6.0,2.0,14.0,7.95,9.63,0.45,0.5,0.5,17854.0,2.0,3.0,1.0,6.0,29.0,44.0,6.0,7.0,21.0,11.9,0.05,0.0,0.0,0.0,0.0,0.02,1.0,0.0,1.0,0.0,0.0,1.61,2.0,2.0,5.0,0.52,1.12,0.169,2.99,0.0,0.0,8.2,9.92,0.0,0.12,0.04,0.16,0.96,0.09,1.76,0.24,0.2,0.56,0.0,0.97,5.81,0.54,1.92,2.33,10.64,1.45,1.21,3.39,F,24.0,9.0,26.0,53.0,25.0,78.0,87.0,85.0,24.0,61.0,58.0
8482167,2025,Bogdan Trineyev,WSH,R,5on5,2,1235.0,29.0,0.63,0.0,0.0,0.0,0.0,1.0,0.14,1.0,1.0,1.0,0.0,0.0,2.0,0.61,0.47,0.57,0.62,0.66,1263.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,10.52,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,,,,,,,,,,,,10.29,0.0,0.0,0.0,0.0,0.5,0.07,0.5,0.5,0.5,1.0,0.0,0.0,2.91,0.41,1.78,1.37,2.91,2.91,2.91,5.83,F,5.0,9.0,5.0,6.0,13.0,29.0,99.0,99.0,92.0,99.0,100.0
8478434,2025,Keegan Kolesar,VGK,R,5on5,82,53050.0,1270.0,14.91,6.0,8.0,2.0,16.0,66.0,6.92,269.0,4.0,37.0,15.0,11.0,42.0,32.05,33.15,0.49,0.49,0.5,56763.0,6.0,9.0,2.0,17.0,67.0,270.0,6.0,39.0,43.0,11.54,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.57,0.0,1.0,1.0,0.29,0.76,0.187,1.27,0.0,2.0,4.21,10.78,0.07,0.1,0.02,0.2,0.8,0.08,3.28,0.05,0.45,0.51,0.41,1.09,4.48,0.47,2.17,2.25,18.25,0.27,2.51,2.85,F,33.0,34.0,31.0,21.0,17.0,93.0,13.0,77.0,48.0,51.0,58.0
8484387,2025,Matvei Michkov,PHI,R,5on5,81,59403.0,1381.0,46.57,12.0,13.0,7.0,32.0,126.0,11.14,31.0,20.0,76.0,31.0,17.0,19.0,39.6,34.48,0.53,0.5,0.51,72124.0,20.0,19.0,12.0,51.0,163.0,33.0,22.0,87.0,19.0,14.84,2.0,4.0,11.0,24.0,3.49,17.03,0.846,4.07,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.22,0.15,0.16,0.09,0.4,1.56,0.14,0.38,0.25,0.94,0.23,0.73,1.94,7.64,0.68,2.4,2.09,1.88,1.21,4.61,1.15,F,76.0,64.0,80.0,85.0,53.0,17.0,75.0,14.0,74.0,61.0,66.0
8476312,2025,Josh Manson,COL,D,5on5,79,72950.0,1602.0,53.7,4.0,13.0,12.0,29.0,120.0,6.04,148.0,22.0,79.0,32.0,15.0,77.0,60.87,45.56,0.57,0.57,0.57,84298.0,5.0,13.0,13.0,31.0,128.0,174.0,26.0,83.0,99.0,17.78,0.05,0.0,0.0,3.0,0.11,0.52,1.0,0.0,5.0,1.0,0.0,1.91,0.0,0.0,4.0,0.2,1.87,0.09,0.0,0.0,3.0,7.47,15.39,0.05,0.16,0.15,0.37,1.52,0.08,1.87,0.28,1.0,0.97,0.2,1.43,5.92,0.3,3.0,2.25,7.3,1.09,3.9,3.8,D,88.0,65.0,91.0,94.0,94.0,92.0,79.0,44.0,91.0,94.0,94.0
8484220,2025,David Reinbacher,MTL,D,5on5,2,1475.0,34.0,1.02,0.0,0.0,1.0,1.0,3.0,0.1,1.0,0.0,2.0,0.0,0.0,2.0,0.71,0.82,0.47,0.5,0.46,1577.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,13.14,,,,,,,,,,,,,,,,,,,,,,,12.29,0.0,0.0,0.5,0.5,1.5,0.05,0.5,0.0,1.0,1.0,0.0,2.44,7.32,0.24,1.73,2.0,2.44,0.0,4.88,4.88,D,96.0,16.0,98.0,99.0,84.0,43.0,7.0,73.0,38.0,62.0,27.0
8477034,2025,Jaycob Megna,VGK,D,5on5,4,2489.0,53.0,-1.02,0.0,0.0,0.0,0.0,1.0,0.02,6.0,0.0,2.0,1.0,0.0,1.0,1.31,2.47,0.35,0.46,0.44,2549.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,10.62,,,,,,,,,,,,0.21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.25,0.0,1.5,0.0,0.5,0.25,0.0,0.0,1.45,0.03,1.89,3.57,8.68,0.0,2.89,1.45,D,7.0,16.0,7.0,6.0,4.0,94.0,7.0,2.0,6.0,28.0,16.0
8482178,2025,Ian Moore,ANA,D,5on5,67,50729.0,1201.0,16.73,4.0,3.0,3.0,10.0,64.0,5.1,40.0,20.0,40.0,12.0,4.0,72.0,36.61,31.73,0.54,0.52,0.52,54944.0,4.0,4.0,4.0,12.0,66.0,42.0,21.0,40.0,80.0,13.67,0.05,0.0,0.0,0.0,0.0,1.52,1.0,0.0,1.0,0.0,0.0,0.54,0.0,1.0,1.0,0.01,0.44,0.143,1.67,1.0,1.0,4.41,12.62,0.06,0.04,0.04,0.15,0.96,0.08,0.6,0.3,0.6,1.07,0.28,0.71,4.54,0.36,2.6,2.25,2.84,1.42,2.84,5.11,D,34.0,79.0,43.0,78.0,98.0,49.0,92.0,79.0,80.0,76.0,77.0
8482947,2025,Zakhar Bardakov,COL,C,5on5,60,25382.0,602.0,14.82,1.0,4.0,5.0,10.0,35.0,3.97,50.0,7.0,27.0,7.0,10.0,20.0,16.68,14.21,0.54,0.55,0.56,25936.0,1.0,4.0,5.0,10.0,35.0,50.0,7.0,27.0,22.0,7.2,0.04,0.0,0.0,0.0,0.0,0.26,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,7.05,0.02,0.07,0.08,0.17,0.58,0.07,0.83,0.12,0.45,0.33,0.14,1.42,4.96,0.56,2.37,2.02,7.09,0.99,3.83,2.84,F,26.0,18.0,50.0,31.0,28.0,63.0,61.0,77.0,80.0,88.0,92.0
8480798,2025,Philipp Kurashev,SJS,C,5on5,43,32987.0,669.0,15.44,6.0,8.0,3.0,17.0,48.0,4.06,39.0,7.0,30.0,8.0,7.0,11.0,18.56,23.74,0.44,0.46,0.43,39968.0,7.0,10.0,3.0,20.0,62.0,40.0,8.0,32.0,14.0,15.49,1.77,0.0,2.0,10.0,1.13,6.97,0.816,1.57,2.0,0.0,1.24,0.59,0.0,0.0,0.0,0.0,0.05,0.015,0.0,1.0,1.0,7.73,12.79,0.14,0.19,0.07,0.4,1.12,0.09,0.91,0.16,0.7,0.26,0.65,1.86,5.24,0.44,2.03,2.59,4.26,0.76,3.27,1.2,F,76.0,57.0,76.0,39.0,15.0,42.0,40.0,16.0,20.0,27.0,12.0
8476391,2025,T.J. Tynan,COL,C,5on5,1,493.0,12.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.97,0.17,0.35,0.26,493.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.22,,,,,,,,,,,,,,,,,,,,,,,8.22,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.95,1.46,7.08,0.0,0.0,0.0,0.0,F,5.0,9.0,5.0,82.0,93.0,1.0,6.0,2.0,1.0,3.0,1.0
8483841,2025,Xavier Parent,NJD,C,5on5,5,2566.0,56.0,-1.25,0.0,0.0,0.0,0.0,2.0,0.22,7.0,1.0,1.0,1.0,0.0,1.0,0.83,2.84,0.23,0.39,0.38,2572.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,8.57,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.55,0.0,0.0,0.0,0.0,0.4,0.04,1.4,0.2,0.2,0.2,0.0,0.0,2.81,0.31,1.16,3.98,9.82,1.4,1.4,1.4,F,5.0,9.0,5.0,5.0,7.0,75.0,85.0,24.0,2.0,6.0,5.0
8480018,2025,Nick Suzuki,MTL,C,5on5,82,74904.0,1443.0,96.25,12.0,24.0,9.0,45.0,108.0,12.74,57.0,22.0,54.0,6.0,6.0,49.0,57.02,51.51,0.53,0.53,0.55,102437.0,29.0,45.0,27.0,101.0,183.0,62.0,29.0,72.0,62.0,20.82,3.37,9.0,40.0,42.0,7.62,40.3,0.941,8.69,3.0,2.0,0.55,0.68,1.0,1.0,7.0,0.34,1.14,0.154,1.08,0.0,2.0,6.79,15.22,0.15,0.29,0.11,0.55,1.32,0.16,0.7,0.27,0.66,0.6,0.58,2.16,5.19,0.61,2.74,2.48,2.74,1.06,2.6,2.36,F,93.0,51.0,86.0,37.0,39.0,27.0,66.0,63.0,74.0,81.0,89.0
8481618,2025,Alex Newhook,MTL,C,5on5,42,30172.0,592.0,19.45,10.0,8.0,2.0,20.0,42.0,4.92,47.0,1.0,11.0,5.0,6.0,15.0,17.47,22.98,0.43,0.44,0.44,36501.0,13.0,8.0,4.0,25.0,61.0,48.0,2.0,13.0,17.0,14.48,1.0,2.0,3.0,10.0,1.67,3.86,0.883,4.29,1.0,0.0,0.73,0.93,0.0,0.0,3.0,0.26,0.38,0.057,0.0,0.0,0.0,9.62,11.97,0.24,0.19,0.05,0.48,1.0,0.12,1.12,0.02,0.26,0.36,1.19,2.39,5.01,0.59,2.08,2.74,5.61,0.12,1.31,1.79,F,88.0,95.0,93.0,32.0,34.0,53.0,12.0,38.0,17.0,16.0,15.0
8483567,2025,Georgii Merkulov,BOS,C,5on5,1,635.0,14.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.48,0.56,0.41,0.39,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58,,,,,,,,,,,,,,,,,,,,,,,10.58,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3.4,2.72,0.0,0.0,0.0,0.0,F,5.0,9.0,5.0,1.0,2.0,1.0,6.0,2.0,88.0,8.0,6.0
8481594,2025,Nathan Lgar,NJD,R,5on5,1,495.0,10.0,-0.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.06,0.46,0.11,0.22,0.22,495.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.25,,,,,,,,,,,,,,,,,,,,,,,8.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44,3.35,14.55,0.0,0.0,7.27,F,5.0,9.0,5.0,1.0,0.0,89.0,6.0,100.0,1.0,0.0,1.0
8480015,2025,Owen Tippett,PHI,R,5on5,81,65349.0,1453.0,55.0,19.0,11.0,7.0,37.0,157.0,15.99,151.0,23.0,74.0,9.0,17.0,46.0,47.79,39.83,0.55,0.5,0.51,81857.0,28.0,12.0,11.0,51.0,221.0,166.0,28.0,89.0,50.0,16.84,2.09,3.0,7.0,40.0,5.44,19.94,0.911,2.48,1.0,1.0,0.69,0.42,2.0,2.0,4.0,0.51,0.64,0.175,3.57,0.0,2.0,5.37,13.45,0.23,0.14,0.09,0.46,1.94,0.2,1.86,0.28,0.91,0.57,1.05,2.04,8.65,0.88,2.63,2.19,8.32,1.27,4.08,2.53,F,84.0,89.0,83.0,94.0,86.0,69.0,79.0,68.0,84.0,61.0,66.0
8471215,2025,Evgeni Malkin,PIT,C,5on5,56,46155.0,953.0,51.58,12.0,15.0,5.0,32.0,94.0,10.43,21.0,25.0,74.0,22.0,15.0,15.0,37.68,37.29,0.5,0.48,0.49,59115.0,19.0,26.0,16.0,61.0,148.0,24.0,29.0,88.0,17.0,17.59,3.05,3.0,19.0,35.0,4.72,29.13,0.888,6.67,0.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.74,0.21,0.27,0.09,0.57,1.68,0.19,0.38,0.45,1.32,0.27,0.94,2.5,7.33,0.81,2.94,2.91,1.64,1.95,5.77,1.17,F,94.0,83.0,95.0,83.0,77.0,15.0,96.0,15.0,55.0,42.0,49.0
8474102,2025,David Perron,DET,L,5on5,65,44602.0,1086.0,28.59,10.0,6.0,4.0,20.0,67.0,7.46,85.0,12.0,30.0,14.0,14.0,23.0,29.09,21.94,0.57,0.51,0.53,52924.0,13.0,6.0,9.0,28.0,93.0,90.0,14.0,35.0,23.0,13.57,1.84,3.0,8.0,25.0,1.74,10.41,0.827,4.02,0.0,2.0,1.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.76,11.44,0.15,0.09,0.06,0.31,1.03,0.11,1.31,0.18,0.46,0.35,0.81,1.61,5.41,0.6,2.35,1.77,6.86,0.97,2.42,1.86,F,58.0,73.0,62.0,42.0,37.0,61.0,59.0,42.0,92.0,68.0,80.0
